date,risk_profile,itemcode,weights,tracking_code,itemname,price,volume,trading_amt_mln,asset_class
5/9/2021 12:00:00 AM,3,A273130,0.10000000005413,ACT_BOND_D4,KODEX 종합채권(AA-이상)액티브,108590,22802,1945.10005688944,Fixed Income
5/9/2021 12:00:00 AM,3,A157490,0.0840000000073754,SW,TIGER 소프트웨어,16780,63908,2642.49738734499,Equity
5/9/2021 12:00:00 AM,3,A237370,0.0199999999983571,BAL_KO3KTB7,KODEX 배당성장채권혼합,12185,5015,123.665057167217,Alternative
5/9/2021 12:00:00 AM,4,A237370,0.239999999999234,BAL_KO3KTB7,KODEX 배당성장채권혼합,12185,5015,123.665057167217,Alternative
5/9/2021 12:00:00 AM,4,A278540,0.239999999998787,MSCI_KR,KODEX MSCI Korea TR,13860,321160,12075.8849646117,Equity
5/9/2021 12:00:00 AM,4,A157490,0.239999999998735,SW,TIGER 소프트웨어,16780,63908,2642.49738734499,Equity
5/9/2021 12:00:00 AM,4,A266370,0.135999999987641,IT,KODEX IT,20685,17747,1065.69601861166,Equity
5/9/2021 12:00:00 AM,4,A069500,0.0840000000014296,K200,KODEX 200,42905,4762435,363923.704169789,Equity
5/9/2021 12:00:00 AM,4,A114260,0.0599999999809238,KTB_D3,KODEX 국고채3년,58055,11739,935.482379389444,Fixed Income
5/10/2021 12:00:00 AM,2,A114260,0.239999999996946,KTB_D3,KODEX 국고채3년,58060,2861,935.870252389444,Fixed Income
5/10/2021 12:00:00 AM,2,A122260,0.239999999993093,BOK_D1,KOSEF 통안채1년,101335,244,37471.9440595561,Fixed Income
5/10/2021 12:00:00 AM,2,A130730,0.239999999963404,MM,KOSEF 단기자금,101110,94219,67511.8367543894,Fixed Income
5/10/2021 12:00:00 AM,2,A196230,0.0839293079058571,BOK_D.4,KBSTAR 단기통안채,104450,209162,52104.9524670561,Fixed Income
5/10/2021 12:00:00 AM,2,A273130,0.076070692053934,ACT_BOND_D4,KODEX 종합채권(AA-이상)액티브,108555,4410,1942.45154422277,Fixed Income
5/10/2021 12:00:00 AM,2,A069500,0.0603181095964897,K200,KODEX 200,43625,5371064,362371.805154678,Equity
5/10/2021 12:00:00 AM,2,A251350,0.0396818904014406,MSCI_WO,KODEX 선진국MSCI World,18760,33660,2849.83147583392,Equity
5/10/2021 12:00:00 AM,2,A237370,0.0199999999993337,BAL_KO3KTB7,KODEX 배당성장채권혼합,12230,4915,123.915476722772,Alternative
5/10/2021 12:00:00 AM,3,A114260,0.239999999999532,KTB_D3,KODEX 국고채3년,58060,2861,935.870252389444,Fixed Income
5/10/2021 12:00:00 AM,3,A148070,0.23999999998912,KTB_D8,KOSEF 국고채10년,119605,10072,1732.60049572277,Fixed Income
5/10/2021 12:00:00 AM,3,A069500,0.187284128415674,K200,KODEX 200,43625,5371064,362371.805154678,Equity
5/10/2021 12:00:00 AM,3,A251350,0.128715871583803,MSCI_WO,KODEX 선진국MSCI World,18760,33660,2849.83147583392,Equity
5/10/2021 12:00:00 AM,3,A273130,0.100000000008857,ACT_BOND_D4,KODEX 종합채권(AA-이상)액티브,108555,4410,1942.45154422277,Fixed Income
5/10/2021 12:00:00 AM,3,A157490,0.0840000000005161,SW,TIGER 소프트웨어,17070,62059,2649.12556554499,Equity
5/10/2021 12:00:00 AM,3,A237370,0.0199999999998807,BAL_KO3KTB7,KODEX 배당성장채권혼합,12230,4915,123.915476722772,Alternative
5/10/2021 12:00:00 AM,4,A237370,0.239999999999752,BAL_KO3KTB7,KODEX 배당성장채권혼합,12230,4915,123.915476722772,Alternative
5/10/2021 12:00:00 AM,4,A278540,0.239999999999583,MSCI_KR,KODEX MSCI Korea TR,14065,608695,12073.2834280562,Equity
5/10/2021 12:00:00 AM,4,A157490,0.239999999999583,SW,TIGER 소프트웨어,17070,62059,2649.12556554499,Equity
5/10/2021 12:00:00 AM,4,A266370,0.135999999995605,IT,KODEX IT,20900,10731,1045.45009803389,Equity
5/10/2021 12:00:00 AM,4,A069500,0.0840000000004949,K200,KODEX 200,43625,5371064,362371.805154678,Equity
5/10/2021 12:00:00 AM,4,A114260,0.0599999999940219,KTB_D3,KODEX 국고채3년,58060,2861,935.870252389444,Fixed Income
5/11/2021 12:00:00 AM,2,A114260,0.239999999998861,KTB_D3,KODEX 국고채3년,58085,708,934.097944945,Fixed Income
5/11/2021 12:00:00 AM,2,A122260,0.239999999997427,BOK_D1,KOSEF 통안채1년,101345,378283,37026.0705618339,Fixed Income
5/11/2021 12:00:00 AM,2,A130730,0.239999999986366,MM,KOSEF 단기자금,101115,27055,66247.1284887783,Fixed Income
5/11/2021 12:00:00 AM,2,A196230,0.0839293051904895,BOK_D.4,KBSTAR 단기통안채,104455,434545,52536.7138258894,Fixed Income
5/11/2021 12:00:00 AM,2,A273130,0.0760706947947497,ACT_BOND_D4,KODEX 종합채권(AA-이상)액티브,108540,1680,1932.48475288944,Fixed Income
5/11/2021 12:00:00 AM,2,A069500,0.0603181096896019,K200,KODEX 200,42860,5376252,360840.220850444,Equity
5/11/2021 12:00:00 AM,2,A251350,0.0396818903096346,MSCI_WO,KODEX 선진국MSCI World,18585,39225,2852.3989051117,Equity
5/11/2021 12:00:00 AM,2,A237370,0.0199999999997544,BAL_KO3KTB7,KODEX 배당성장채권혼합,12170,8591,124.300296167217,Alternative
5/11/2021 12:00:00 AM,3,A114260,0.239999999998423,KTB_D3,KODEX 국고채3년,58085,708,934.097944945,Fixed Income
5/11/2021 12:00:00 AM,3,A148070,0.239999999975145,KTB_D8,KOSEF 국고채10년,119640,3365,1727.32522238943,Fixed Income
5/11/2021 12:00:00 AM,3,A069500,0.187284128326972,K200,KODEX 200,42860,5376252,360840.220850444,Equity
5/11/2021 12:00:00 AM,3,A251350,0.128715871671227,MSCI_WO,KODEX 선진국MSCI World,18585,39225,2852.3989051117,Equity
5/11/2021 12:00:00 AM,3,A273130,0.100000000018729,ACT_BOND_D4,KODEX 종합채권(AA-이상)액티브,108540,1680,1932.48475288944,Fixed Income
5/11/2021 12:00:00 AM,3,A157490,0.0840000000017715,SW,TIGER 소프트웨어,16710,71161,2653.41094427832,Equity
5/11/2021 12:00:00 AM,3,A237370,0.0199999999996213,BAL_KO3KTB7,KODEX 배당성장채권혼합,12170,8591,124.300296167217,Alternative
5/11/2021 12:00:00 AM,4,A237370,0.239999999999368,BAL_KO3KTB7,KODEX 배당성장채권혼합,12170,8591,124.300296167217,Alternative
5/11/2021 12:00:00 AM,4,A157490,0.239999999999087,SW,TIGER 소프트웨어,16710,71161,2653.41094427832,Equity
5/11/2021 12:00:00 AM,4,A278540,0.239999999998918,MSCI_KR,KODEX MSCI Korea TR,13825,341004,12061.0739893339,Equity
5/11/2021 12:00:00 AM,4,A266370,0.135999999882341,IT,KODEX IT,20215,55162,1049.44008721166,Equity
5/11/2021 12:00:00 AM,4,A069500,0.0840000000013722,K200,KODEX 200,42860,5376252,360840.220850444,Equity
5/11/2021 12:00:00 AM,4,A114260,0.0599999999810513,KTB_D3,KODEX 국고채3년,58085,708,934.097944945,Fixed Income
5/12/2021 12:00:00 AM,2,A114260,0.239999999999575,KTB_D3,KODEX 국고채3년,58075,7340,936.767637056111,Fixed Income
5/12/2021 12:00:00 AM,2,A122260,0.239999999999041,BOK_D1,KOSEF 통안채1년,101355,840688,36416.6648592227,Fixed Income
5/12/2021 12:00:00 AM,2,A130730,0.239999999994964,MM,KOSEF 단기자금,101105,3294,65954.773362445,Fixed Income
5/12/2021 12:00:00 AM,2,A196230,0.0839293051741953,BOK_D.4,KBSTAR 단기통안채,104460,1033240,52864.9924925561,Fixed Income
5/12/2021 12:00:00 AM,2,A273130,0.0760706948203037,ACT_BOND_D4,KODEX 종합채권(AA-이상)액티브,108620,2180,1925.38589316721,Fixed Income
5/12/2021 12:00:00 AM,2,A069500,0.060318109669188,K200,KODEX 200,42150,7015716,357181.643356844,Equity
5/12/2021 12:00:00 AM,2,A251350,0.0396818903305255,MSCI_WO,KODEX 선진국MSCI World,18480,1086372,3066.9893651117,Equity
5/12/2021 12:00:00 AM,2,A237370,0.0199999999999077,BAL_KO3KTB7,KODEX 배당성장채권혼합,12090,10093,124.727631833883,Alternative
5/12/2021 12:00:00 AM,3,A114260,0.239999999996706,KTB_D3,KODEX 국고채3년,58075,7340,936.767637056111,Fixed Income
5/12/2021 12:00:00 AM,3,A148070,0.239999999945764,KTB_D8,KOSEF 국고채10년,119760,3455,1718.49518322277,Fixed Income
5/12/2021 12:00:00 AM,3,A069500,0.18728412808199,K200,KODEX 200,42150,7015716,357181.643356844,Equity
5/12/2021 12:00:00 AM,3,A251350,0.128715871914286,MSCI_WO,KODEX 선진국MSCI World,18480,1086372,3066.9893651117,Equity
5/12/2021 12:00:00 AM,3,A273130,0.10000000004229,ACT_BOND_D4,KODEX 종합채권(AA-이상)액티브,108620,2180,1925.38589316721,Fixed Income
5/12/2021 12:00:00 AM,3,A157490,0.084000000003663,SW,TIGER 소프트웨어,16410,160587,2656.64348392277,Equity
5/12/2021 12:00:00 AM,3,A237370,0.0199999999992204,BAL_KO3KTB7,KODEX 배당성장채권혼합,12090,10093,124.727631833883,Alternative
5/12/2021 12:00:00 AM,4,A278540,0.23999999999965,MSCI_KR,KODEX MSCI Korea TR,13590,286146,12063.4395411673,Equity
5/12/2021 12:00:00 AM,4,A157490,0.239999999999639,SW,TIGER 소프트웨어,16410,160587,2656.64348392277,Equity
5/12/2021 12:00:00 AM,4,A237370,0.239999999999618,BAL_KO3KTB7,KODEX 배당성장채권혼합,12090,10093,124.727631833883,Alternative
5/12/2021 12:00:00 AM,4,A102780,0.135999999830058,SAMSUNG_FN,KODEX 삼성그룹,9880,976389,5348.82031743394,Equity
5/12/2021 12:00:00 AM,4,A069500,0.0840000000004941,K200,KODEX 200,42150,7015716,357181.643356844,Equity
5/12/2021 12:00:00 AM,4,A114260,0.0599999999952874,KTB_D3,KODEX 국고채3년,58075,7340,936.767637056111,Fixed Income
5/13/2021 12:00:00 AM,2,A114260,0.239999999999334,KTB_D3,KODEX 국고채3년,58075,1435,931.544941111666,Fixed Income
5/13/2021 12:00:00 AM,2,A122260,0.239999999998482,BOK_D1,KOSEF 통안채1년,101370,153,34844.2525382227,Fixed Income
5/13/2021 12:00:00 AM,2,A130730,0.239999999991934,MM,KOSEF 단기자금,101120,1440011,67562.5531475561,Fixed Income
5/13/2021 12:00:00 AM,2,A196230,0.0839293051603799,BOK_D.4,KBSTAR 단기통안채,104465,738113,52921.2108116672,Fixed Income
5/13/2021 12:00:00 AM,2,A273130,0.0760706948310781,ACT_BOND_D4,KODEX 종합채권(AA-이상)액티브,108540,8720,1933.09365761166,Fixed Income
5/13/2021 12:00:00 AM,2,A069500,0.0603181096774384,K200,KODEX 200,41665,6430467,354661.162902289,Equity
5/13/2021 12:00:00 AM,2,A251350,0.0396818903221126,MSCI_WO,KODEX 선진국MSCI World,18270,19069,3047.96220988947,Equity
5/13/2021 12:00:00 AM,2,A237370,0.0199999999998556,BAL_KO3KTB7,KODEX 배당성장채권혼합,12135,7932,123.833194833883,Alternative
5/13/2021 12:00:00 AM,3,A114260,0.239999999994884,KTB_D3,KODEX 국고채3년,58075,1435,931.544941111666,Fixed Income
5/13/2021 12:00:00 AM,3,A148070,0.239999999874871,KTB_D8,KOSEF 국고채10년,119475,3805,1660.13733072277,Fixed Income
5/13/2021 12:00:00 AM,3,A069500,0.187284128351988,K200,KODEX 200,41665,6430467,354661.162902289,Equity
5/13/2021 12:00:00 AM,3,A251350,0.128715871642181,MSCI_WO,KODEX 선진국MSCI World,18270,19069,3047.96220988947,Equity
5/13/2021 12:00:00 AM,3,A273130,0.100000000108793,ACT_BOND_D4,KODEX 종합채권(AA-이상)액티브,108540,8720,1933.09365761166,Fixed Income
5/13/2021 12:00:00 AM,3,A157490,0.084000000005761,SW,TIGER 소프트웨어,16195,92243,2626.35073011166,Equity
5/13/2021 12:00:00 AM,3,A237370,0.0199999999987564,BAL_KO3KTB7,KODEX 배당성장채권혼합,12135,7932,123.833194833883,Alternative
5/13/2021 12:00:00 AM,4,A237370,0.239999999999729,BAL_KO3KTB7,KODEX 배당성장채권혼합,12135,7932,123.833194833883,Alternative
5/13/2021 12:00:00 AM,4,A278540,0.239999999999699,MSCI_KR,KODEX MSCI Korea TR,13400,341080,12058.4544238339,Equity
5/13/2021 12:00:00 AM,4,A157490,0.239999999999685,SW,TIGER 소프트웨어,16195,92243,2626.35073011166,Equity
5/13/2021 12:00:00 AM,4,A102780,0.135999999978505,SAMSUNG_FN,KODEX 삼성그룹,9725,1180514,5393.06903214505,Equity
5/13/2021 12:00:00 AM,4,A069500,0.0840000000003966,K200,KODEX 200,41665,6430467,354661.162902289,Equity
5/13/2021 12:00:00 AM,4,A114260,0.0599999999946673,KTB_D3,KODEX 국고채3년,58075,1435,931.544941111666,Fixed Income
5/14/2021 12:00:00 AM,2,A114260,0.239999999999701,KTB_D3,KODEX 국고채3년,58075,625,928.997405278333,Fixed Income
5/14/2021 12:00:00 AM,2,A122260,0.23999999999933,BOK_D1,KOSEF 통안채1년,101370,332217,35215.3272348339,Fixed Income
5/14/2021 12:00:00 AM,2,A130730,0.239999999996452,MM,KOSEF 단기자금,101120,790189,68351.6849331672,Fixed Income
5/14/2021 12:00:00 AM,2,A196230,0.0839293052473308,BOK_D.4,KBSTAR 단기통안채,104465,59227,51758.6580093894,Fixed Income
5/14/2021 12:00:00 AM,2,A273130,0.0760706947486656,ACT_BOND_D4,KODEX 종합채권(AA-이상)액티브,108590,3044,1855.34473522277,Fixed Income
5/14/2021 12:00:00 AM,2,A069500,0.0603181096614484,K200,KODEX 200,42055,7032555,352549.531252789,Equity
5/14/2021 12:00:00 AM,2,A251350,0.0396818903383487,MSCI_WO,KODEX 선진국MSCI World,18525,214021,3077.11107127836,Equity
5/14/2021 12:00:00 AM,2,A237370,0.0199999999999346,BAL_KO3KTB7,KODEX 배당성장채권혼합,12155,5290,122.880973722772,Alternative
5/14/2021 12:00:00 AM,3,A114260,0.239999999999841,KTB_D3,KODEX 국고채3년,58075,625,928.997405278333,Fixed Income
5/14/2021 12:00:00 AM,3,A148070,0.239999999997007,KTB_D8,KOSEF 국고채10년,119475,2765,1643.65299222277,Fixed Income
5/14/2021 12:00:00 AM,3,A069500,0.187284128507798,K200,KODEX 200,42055,7032555,352549.531252789,Equity
5/14/2021 12:00:00 AM,3,A251350,0.128715871492021,MSCI_WO,KODEX 선진국MSCI World,18525,214021,3077.11107127836,Equity
5/14/2021 12:00:00 AM,3,A273130,0.100000000002357,ACT_BOND_D4,KODEX 종합채권(AA-이상)액티브,108590,3044,1855.34473522277,Fixed Income
5/14/2021 12:00:00 AM,3,A157490,0.0840000000001766,SW,TIGER 소프트웨어,16215,244831,2632.74244990054,Equity
5/14/2021 12:00:00 AM,3,A237370,0.0199999999999615,BAL_KO3KTB7,KODEX 배당성장채권혼합,12155,5290,122.880973722772,Alternative
5/14/2021 12:00:00 AM,4,A237370,0.239999999998422,BAL_KO3KTB7,KODEX 배당성장채권혼합,12155,5290,122.880973722772,Alternative
5/14/2021 12:00:00 AM,4,A278540,0.239999999996769,MSCI_KR,KODEX MSCI Korea TR,13535,327392,12057.4897418339,Equity
5/14/2021 12:00:00 AM,4,A157490,0.239999999996616,SW,TIGER 소프트웨어,16215,244831,2632.74244990054,Equity
5/14/2021 12:00:00 AM,4,A102780,0.135999999961851,SAMSUNG_FN,KODEX 삼성그룹,10010,357991,5314.8049595006,Equity
5/14/2021 12:00:00 AM,4,A069500,0.084000000003835,K200,KODEX 200,42055,7032555,352549.531252789,Equity
5/14/2021 12:00:00 AM,4,A114260,0.0599999999426945,KTB_D3,KODEX 국고채3년,58075,625,928.997405278333,Fixed Income
5/15/2021 12:00:00 AM,2,A114260,0.239999999999502,KTB_D3,KODEX 국고채3년,58075,625,928.997405278333,Fixed Income
5/15/2021 12:00:00 AM,2,A122260,0.239999999998867,BOK_D1,KOSEF 통안채1년,101370,332217,35215.3272348339,Fixed Income
5/15/2021 12:00:00 AM,2,A130730,0.239999999993929,MM,KOSEF 단기자금,101120,790189,68351.6849331672,Fixed Income
5/15/2021 12:00:00 AM,2,A196230,0.0839293051520033,BOK_D.4,KBSTAR 단기통안채,104465,59227,51758.6580093894,Fixed Income
5/15/2021 12:00:00 AM,2,A273130,0.0760706948424042,ACT_BOND_D4,KODEX 종합채권(AA-이상)액티브,108590,3044,1855.34473522277,Fixed Income
5/15/2021 12:00:00 AM,2,A069500,0.0603181096724564,K200,KODEX 200,42055,7032555,352549.531252789,Equity
5/15/2021 12:00:00 AM,2,A251350,0.0396818903272155,MSCI_WO,KODEX 선진국MSCI World,18525,214021,3077.11107127836,Equity
5/15/2021 12:00:00 AM,2,A237370,0.0199999999998947,BAL_KO3KTB7,KODEX 배당성장채권혼합,12155,5290,122.880973722772,Alternative
5/15/2021 12:00:00 AM,3,A114260,0.239999999994483,KTB_D3,KODEX 국고채3년,58075,625,928.997405278333,Fixed Income
5/15/2021 12:00:00 AM,3,A148070,0.239999999769739,KTB_D8,KOSEF 국고채10년,119475,2765,1643.65299222277,Fixed Income
5/15/2021 12:00:00 AM,3,A069500,0.187284127768693,K200,KODEX 200,42055,7032555,352549.531252789,Equity
5/15/2021 12:00:00 AM,3,A251350,0.12871587222511,MSCI_WO,KODEX 선진국MSCI World,18525,214021,3077.11107127836,Equity
5/15/2021 12:00:00 AM,3,A273130,0.100000000209358,ACT_BOND_D4,KODEX 종합채권(AA-이상)액티브,108590,3044,1855.34473522277,Fixed Income
5/15/2021 12:00:00 AM,3,A157490,0.0840000000060903,SW,TIGER 소프트웨어,16215,244831,2632.74244990054,Equity
5/15/2021 12:00:00 AM,3,A237370,0.0199999999986863,BAL_KO3KTB7,KODEX 배당성장채권혼합,12155,5290,122.880973722772,Alternative
5/15/2021 12:00:00 AM,4,A237370,0.239999999999737,BAL_KO3KTB7,KODEX 배당성장채권혼합,12155,5290,122.880973722772,Alternative
5/15/2021 12:00:00 AM,4,A278540,0.239999999999684,MSCI_KR,KODEX MSCI Korea TR,13535,327392,12057.4897418339,Equity
5/15/2021 12:00:00 AM,4,A157490,0.239999999999444,SW,TIGER 소프트웨어,16215,244831,2632.74244990054,Equity
5/15/2021 12:00:00 AM,4,A102780,0.135999999985293,SAMSUNG_FN,KODEX 삼성그룹,10010,357991,5314.8049595006,Equity
5/15/2021 12:00:00 AM,4,A069500,0.0840000000002387,K200,KODEX 200,42055,7032555,352549.531252789,Equity
5/15/2021 12:00:00 AM,4,A114260,0.0599999999952953,KTB_D3,KODEX 국고채3년,58075,625,928.997405278333,Fixed Income
5/16/2021 12:00:00 AM,2,A114260,0.239999999997689,KTB_D3,KODEX 국고채3년,58075,625,928.997405278333,Fixed Income
5/16/2021 12:00:00 AM,2,A122260,0.239999999994813,BOK_D1,KOSEF 통안채1년,101370,332217,35215.3272348339,Fixed Income
5/16/2021 12:00:00 AM,2,A130730,0.239999999972674,MM,KOSEF 단기자금,101120,790189,68351.6849331672,Fixed Income
5/16/2021 12:00:00 AM,2,A196230,0.0839293057521328,BOK_D.4,KBSTAR 단기통안채,104465,59227,51758.6580093894,Fixed Income
5/16/2021 12:00:00 AM,2,A273130,0.0760706942144597,ACT_BOND_D4,KODEX 종합채권(AA-이상)액티브,108590,3044,1855.34473522277,Fixed Income
5/16/2021 12:00:00 AM,2,A069500,0.0603181096948103,K200,KODEX 200,42055,7032555,352549.531252789,Equity
5/16/2021 12:00:00 AM,2,A251350,0.0396818903036227,MSCI_WO,KODEX 선진국MSCI World,18525,214021,3077.11107127836,Equity
5/16/2021 12:00:00 AM,2,A237370,0.019999999999496,BAL_KO3KTB7,KODEX 배당성장채권혼합,12155,5290,122.880973722772,Alternative
5/16/2021 12:00:00 AM,3,A114260,0.239999999991063,KTB_D3,KODEX 국고채3년,58075,625,928.997405278333,Fixed Income
5/16/2021 12:00:00 AM,3,A148070,0.239999999772101,KTB_D8,KOSEF 국고채10년,119475,2765,1643.65299222277,Fixed Income
5/16/2021 12:00:00 AM,3,A069500,0.187284126668309,K200,KODEX 200,42055,7032555,352549.531252789,Equity
5/16/2021 12:00:00 AM,3,A251350,0.128715873321622,MSCI_WO,KODEX 선진국MSCI World,18525,214021,3077.11107127836,Equity
