date,itemcode,userid,name,asset_class,itemname,quantity,cost_price,cost_value,price,value,wt,group_by,original
5/4/21,A251350,A004,위험중립형소규모,Equity,KODEX 선진국MSCI World,4,18485,73940,18525,74100,0.10573781,,
5/4/21,A273130,A004,위험중립형소규모,Fixed Income,KODEX 종합채권(AA-이상)액티브,1,108550,108550,108445,108445,0.15474679,,
5/4/21,A157490,A004,위험중립형소규모,Equity,TIGER 소프트웨어,3,16730,50190,16805,50415,0.07194024,,
5/4/21,A292150,A004,위험중립형소규모,Equity,TIGER TOP10,2,14305,28610,14480,28960,0.04132479,,
5/4/21,A237370,A004,위험중립형소규모,Alternative,KODEX 배당성장채권혼합,1,12060,12060,12065,12065,0.01721628,,
5/4/21,C000001,A004,위험중립형소규모,Cash,현금,5950,1,5950,1,5950,0.00849042,,
5/4/21,A114260,A005,위험중립형중규모,Fixed Income,KODEX 국고채3년,4,58040,232160,58015,232060,0.23181428,,
5/4/21,A148070,A005,위험중립형중규모,Fixed Income,KOSEF 국고채10년,2,119695,239390,119670,239340,0.23908657,,
5/4/21,A069500,A005,위험중립형중규모,Equity,KODEX 200,4,42295,169180,42380,169520,0.16934050,,
5/4/21,A251350,A005,위험중립형중규모,Equity,KODEX 선진국MSCI World,6,18485,110910,18525,111150,0.11103231,,
5/4/21,A273130,A005,위험중립형중규모,Fixed Income,KODEX 종합채권(AA-이상)액티브,1,108550,108550,108445,108445,0.10833017,,
5/4/21,A157490,A005,위험중립형중규모,Equity,TIGER 소프트웨어,5,16730,83650,16805,84025,0.08393603,,
5/4/21,A292150,A005,위험중립형중규모,Equity,TIGER TOP10,2,14305,28610,14480,28960,0.02892933,,
5/4/21,A237370,A005,위험중립형중규모,Alternative,KODEX 배당성장채권혼합,2,12060,24120,12065,24130,0.02410445,,
5/4/21,C000001,A005,위험중립형중규모,Cash,현금,3430,1,3430,1,3430,0.00342637,,
5/4/21,A114260,A006,위험중립형대규모,Fixed Income,KODEX 국고채3년,5,58040,290200,58015,290075,0.22288944,,
5/4/21,A148070,A006,위험중립형대규모,Fixed Income,KOSEF 국고채10년,3,119695,359085,119670,359010,0.27585809,,
5/4/21,A069500,A006,위험중립형대규모,Equity,KODEX 200,5,42295,211475,42380,211900,0.16282090,,
5/4/21,A251350,A006,위험중립형대규모,Equity,KODEX 선진국MSCI World,8,18485,147880,18525,148200,0.11387474,,
5/4/21,A273130,A006,위험중립형대규모,Fixed Income,KODEX 종합채권(AA-이상)액티브,1,108550,108550,108445,108445,0.08332757,,
5/4/21,A157490,A006,위험중립형대규모,Equity,TIGER 소프트웨어,6,16730,100380,16805,100830,0.07747631,,
5/4/21,A292150,A006,위험중립형대규모,Equity,TIGER TOP10,3,14305,42915,14480,43440,0.03337867,,
5/4/21,A237370,A006,위험중립형대규모,Alternative,KODEX 배당성장채권혼합,3,12060,36180,12065,36195,0.02781171,,
5/4/21,C000001,A006,위험중립형대규모,Cash,현금,3335,1,3335,1,3335,0.00256257,,
5/4/21,A157490,A007,적극투자형소규모,Equity,TIGER 소프트웨어,10,16730,167300,16805,168050,0.23925965,,
5/4/21,A237370,A007,적극투자형소규모,Alternative,KODEX 배당성장채권혼합,14,12060,168840,12065,168910,0.24048407,,
5/4/21,A278540,A007,적극투자형소규모,Equity,KODEX MSCI Korea TR,12,13695,164340,13750,165000,0.23491725,,
5/4/21,A266370,A007,적극투자형소규모,Equity,KODEX IT,4,20760,83040,20815,83260,0.11854067,,
5/4/21,A292150,A007,적극투자형소규모,Equity,TIGER TOP10,4,14305,57220,14480,57920,0.08246307,,
5/4/21,A114260,A007,적극투자형소규모,Fixed Income,KODEX 국고채3년,1,58040,58040,58015,58015,0.08259833,,
5/4/21,C000001,A007,적극투자형소규모,Cash,현금,1220,1,1220,1,1220,0.00173696,,
5/4/21,A157490,A008,적극투자형중규모,Equity,TIGER 소프트웨어,14,16730,234220,16805,235270,0.23445060,,
5/4/21,A237370,A008,적극투자형중규모,Alternative,KODEX 배당성장채권혼합,20,12060,241200,12065,241300,0.24045959,,
5/4/21,A278540,A008,적극투자형중규모,Equity,KODEX MSCI Korea TR,17,13695,232815,13750,233750,0.23293589,,
5/4/21,A266370,A008,적극투자형중규모,Equity,KODEX IT,7,20760,145320,20815,145705,0.14519753,,
5/4/21,A292150,A008,적극투자형중규모,Equity,TIGER TOP10,6,14305,85830,14480,86880,0.08657741,,
5/4/21,A114260,A008,적극투자형중규모,Fixed Income,KODEX 국고채3년,1,58040,58040,58015,58015,0.05781294,,
5/4/21,C000001,A008,적극투자형중규모,Cash,현금,2575,1,2575,1,2575,0.00256603,,
5/4/21,A157490,A009,적극투자형대규모,Equity,TIGER 소프트웨어,18,16730,301140,16805,302490,0.23190772,,
5/4/21,A237370,A009,적극투자형대규모,Alternative,KODEX 배당성장채권혼합,25,12060,301500,12065,301625,0.23124456,,
5/4/21,A278540,A009,적극투자형대규모,Equity,KODEX MSCI Korea TR,23,13695,314985,13750,316250,0.24245700,,
5/4/21,A266370,A009,적극투자형대규모,Equity,KODEX IT,8,20760,166080,20815,166520,0.12766463,,
5/4/21,A292150,A009,적극투자형대규모,Equity,TIGER TOP10,7,14305,100135,14480,101360,0.07770891,,
5/4/21,A114260,A009,적극투자형대규모,Fixed Income,KODEX 국고채3년,2,58040,116080,58015,116030,0.08895584,,
5/4/21,C000001,A009,적극투자형대규모,Cash,현금,80,1,80,1,80,0.00006133,,
5/5/21,A114260,A001,안정추구형소규모,Fixed Income,KODEX 국고채3년,2,58040,116080,58015,116030,0.16578438,,
5/5/21,A122260,A001,안정추구형소규모,Fixed Income,KOSEF 통안채1년,2,101395,202790,101305,202610,0.28949042,,
5/5/21,A130730,A001,안정추구형소규모,Fixed Income,KOSEF 단기자금,2,101110,202220,101100,202200,0.28890461,,
5/5/21,A196230,A001,안정추구형소규모,Fixed Income,KBSTAR 단기통안채,1,104430,104430,104435,104435,0.14921737,,
5/5/21,A069500,A001,안정추구형소규모,Equity,KODEX 200,1,42295,42295,42380,42380,0.06055281,,
5/5/21,A251350,A001,안정추구형소규모,Equity,KODEX 선진국MSCI World,1,18485,18485,18525,18525,0.02646863,,
5/5/21,A237370,A001,안정추구형소규모,Alternative,KODEX 배당성장채권혼합,1,12060,12060,12065,12065,0.01723855,,
5/5/21,C000001,A001,안정추구형소규모,Cash,현금,1640,1,1640,1,1640,0.00234324,,
5/5/21,A114260,A002,안정추구형중규모,Fixed Income,KODEX 국고채3년,4,58040,232160,58015,232060,0.23203100,,
5/5/21,A122260,A002,안정추구형중규모,Fixed Income,KOSEF 통안채1년,2,101395,202790,101305,202610,0.20258468,,
5/5/21,A130730,A002,안정추구형중규모,Fixed Income,KOSEF 단기자금,2,101110,202220,101100,202200,0.20217473,,
5/5/21,A196230,A002,안정추구형중규모,Fixed Income,KBSTAR 단기통안채,1,104430,104430,104435,104435,0.10442195,,
5/5/21,A069500,A002,안정추구형중규모,Equity,KODEX 200,1,42295,42295,42380,42380,0.04237470,,
5/5/21,A251350,A002,안정추구형중규모,Equity,KODEX 선진국MSCI World,2,18485,36970,18525,37050,0.03704537,,
5/5/21,A273130,A002,안정추구형중규모,Fixed Income,KODEX 종합채권(AA-이상)액티브,1,108550,108550,108445,108445,0.10843145,,
5/5/21,A237370,A002,안정추구형중규모,Alternative,KODEX 배당성장채권혼합,2,12060,24120,12065,24130,0.02412698,,
5/5/21,A292150,A002,안정추구형중규모,Equity,TIGER TOP10,2,14305,28610,14480,28960,0.02895638,,
5/5/21,C000001,A002,안정추구형중규모,Cash,현금,17855,1,17855,1,17855,0.01785277,,
5/5/21,A114260,A003,안정추구형대규모,Fixed Income,KODEX 국고채3년,5,58040,290200,58015,290075,0.22309429,,
5/5/21,A122260,A003,안정추구형대규모,Fixed Income,KOSEF 통안채1년,3,101395,304185,101305,303915,0.23373852,,
5/5/21,A130730,A003,안정추구형대규모,Fixed Income,KOSEF 단기자금,3,101110,303330,101100,303300,0.23326553,,
5/5/21,A196230,A003,안정추구형대규모,Fixed Income,KBSTAR 단기통안채,2,104430,208860,104435,208870,0.16064019,,
5/5/21,A069500,A003,안정추구형대규모,Equity,KODEX 200,2,42295,84590,42380,84760,0.06518822,,
5/5/21,A251350,A003,안정추구형대규모,Equity,KODEX 선진국MSCI World,3,18485,55455,18525,55575,0.04274227,,
5/5/21,A237370,A003,안정추구형대규모,Alternative,KODEX 배당성장채권혼합,2,12060,24120,12065,24130,0.01855818,,
5/5/21,A292150,A003,안정추구형대규모,Equity,TIGER TOP10,2,14305,28610,14480,28960,0.02227290,,
5/5/21,C000001,A003,안정추구형대규모,Cash,현금,650,1,650,1,650,0.00049991,,
5/5/21,A114260,A004,위험중립형소규모,Fixed Income,KODEX 국고채3년,3,58040,174120,58015,174045,0.24835543,,
5/5/21,A148070,A004,위험중립형소규모,Fixed Income,KOSEF 국고채10년,1,119695,119695,119670,119670,0.17076442,,
5/5/21,A069500,A004,위험중립형소규모,Equity,KODEX 200,3,42295,126885,42380,127140,0.18142382,,
5/5/21,A251350,A004,위험중립형소규모,Equity,KODEX 선진국MSCI World,4,18485,73940,18525,74100,0.10573781,,
5/5/21,A273130,A004,위험중립형소규모,Fixed Income,KODEX 종합채권(AA-이상)액티브,1,108550,108550,108445,108445,0.15474679,,
5/5/21,A157490,A004,위험중립형소규모,Equity,TIGER 소프트웨어,3,16730,50190,16805,50415,0.07194024,,
5/5/21,A292150,A004,위험중립형소규모,Equity,TIGER TOP10,2,14305,28610,14480,28960,0.04132479,,
5/5/21,A237370,A004,위험중립형소규모,Alternative,KODEX 배당성장채권혼합,1,12060,12060,12065,12065,0.01721628,,
5/5/21,C000001,A004,위험중립형소규모,Cash,현금,5950,1,5950,1,5950,0.00849042,,
5/5/21,A114260,A005,위험중립형중규모,Fixed Income,KODEX 국고채3년,4,58040,232160,58015,232060,0.23181428,,
5/5/21,A148070,A005,위험중립형중규모,Fixed Income,KOSEF 국고채10년,2,119695,239390,119670,239340,0.23908657,,
5/5/21,A069500,A005,위험중립형중규모,Equity,KODEX 200,4,42295,169180,42380,169520,0.16934050,,
5/5/21,A251350,A005,위험중립형중규모,Equity,KODEX 선진국MSCI World,6,18485,110910,18525,111150,0.11103231,,
5/5/21,A273130,A005,위험중립형중규모,Fixed Income,KODEX 종합채권(AA-이상)액티브,1,108550,108550,108445,108445,0.10833017,,
5/5/21,A157490,A005,위험중립형중규모,Equity,TIGER 소프트웨어,5,16730,83650,16805,84025,0.08393603,,
5/5/21,A292150,A005,위험중립형중규모,Equity,TIGER TOP10,2,14305,28610,14480,28960,0.02892933,,
5/5/21,A237370,A005,위험중립형중규모,Alternative,KODEX 배당성장채권혼합,2,12060,24120,12065,24130,0.02410445,,
5/5/21,C000001,A005,위험중립형중규모,Cash,현금,3430,1,3430,1,3430,0.00342637,,
5/5/21,A114260,A006,위험중립형대규모,Fixed Income,KODEX 국고채3년,5,58040,290200,58015,290075,0.22288944,,
5/5/21,A148070,A006,위험중립형대규모,Fixed Income,KOSEF 국고채10년,3,119695,359085,119670,359010,0.27585809,,
5/5/21,A069500,A006,위험중립형대규모,Equity,KODEX 200,5,42295,211475,42380,211900,0.16282090,,
5/5/21,A251350,A006,위험중립형대규모,Equity,KODEX 선진국MSCI World,8,18485,147880,18525,148200,0.11387474,,
5/5/21,A273130,A006,위험중립형대규모,Fixed Income,KODEX 종합채권(AA-이상)액티브,1,108550,108550,108445,108445,0.08332757,,
5/5/21,A157490,A006,위험중립형대규모,Equity,TIGER 소프트웨어,6,16730,100380,16805,100830,0.07747631,,
5/5/21,A292150,A006,위험중립형대규모,Equity,TIGER TOP10,3,14305,42915,14480,43440,0.03337867,,
5/5/21,A237370,A006,위험중립형대규모,Alternative,KODEX 배당성장채권혼합,3,12060,36180,12065,36195,0.02781171,,
5/5/21,C000001,A006,위험중립형대규모,Cash,현금,3335,1,3335,1,3335,0.00256257,,
5/5/21,A157490,A007,적극투자형소규모,Equity,TIGER 소프트웨어,10,16730,167300,16805,168050,0.23925965,,
5/5/21,A237370,A007,적극투자형소규모,Alternative,KODEX 배당성장채권혼합,14,12060,168840,12065,168910,0.24048407,,
5/5/21,A278540,A007,적극투자형소규모,Equity,KODEX MSCI Korea TR,12,13695,164340,13750,165000,0.23491725,,
5/5/21,A266370,A007,적극투자형소규모,Equity,KODEX IT,4,20760,83040,20815,83260,0.11854067,,
5/5/21,A292150,A007,적극투자형소규모,Equity,TIGER TOP10,4,14305,57220,14480,57920,0.08246307,,
5/5/21,A114260,A007,적극투자형소규모,Fixed Income,KODEX 국고채3년,1,58040,58040,58015,58015,0.08259833,,
5/5/21,C000001,A007,적극투자형소규모,Cash,현금,1220,1,1220,1,1220,0.00173696,,
5/5/21,A157490,A008,적극투자형중규모,Equity,TIGER 소프트웨어,14,16730,234220,16805,235270,0.23445060,,
5/5/21,A237370,A008,적극투자형중규모,Alternative,KODEX 배당성장채권혼합,20,12060,241200,12065,241300,0.24045959,,
5/5/21,A278540,A008,적극투자형중규모,Equity,KODEX MSCI Korea TR,17,13695,232815,13750,233750,0.23293589,,
5/5/21,A266370,A008,적극투자형중규모,Equity,KODEX IT,7,20760,145320,20815,145705,0.14519753,,
5/5/21,A292150,A008,적극투자형중규모,Equity,TIGER TOP10,6,14305,85830,14480,86880,0.08657741,,
5/5/21,A114260,A008,적극투자형중규모,Fixed Income,KODEX 국고채3년,1,58040,58040,58015,58015,0.05781294,,
5/5/21,C000001,A008,적극투자형중규모,Cash,현금,2575,1,2575,1,2575,0.00256603,,
5/5/21,A157490,A009,적극투자형대규모,Equity,TIGER 소프트웨어,18,16730,301140,16805,302490,0.23190772,,
5/5/21,A237370,A009,적극투자형대규모,Alternative,KODEX 배당성장채권혼합,25,12060,301500,12065,301625,0.23124456,,
5/5/21,A278540,A009,적극투자형대규모,Equity,KODEX MSCI Korea TR,23,13695,314985,13750,316250,0.24245700,,
5/5/21,A266370,A009,적극투자형대규모,Equity,KODEX IT,8,20760,166080,20815,166520,0.12766463,,
5/5/21,A292150,A009,적극투자형대규모,Equity,TIGER TOP10,7,14305,100135,14480,101360,0.07770891,,
5/5/21,A114260,A009,적극투자형대규모,Fixed Income,KODEX 국고채3년,2,58040,116080,58015,116030,0.08895584,,
5/5/21,C000001,A009,적극투자형대규모,Cash,현금,80,1,80,1,80,0.00006133,,
5/6/21,A114260,A001,안정추구형소규모,Fixed Income,KODEX 국고채3년,2,58040,116080,58060,116120,0.16581465,,
5/6/21,A122260,A001,안정추구형소규모,Fixed Income,KOSEF 통안채1년,2,101395,202790,101315,202630,0.28934742,,
5/6/21,A130730,A001,안정추구형소규모,Fixed Income,KOSEF 단기자금,2,101110,202220,101090,202180,0.28870484,,
5/6/21,A196230,A001,안정추구형소규모,Fixed Income,KBSTAR 단기통안채,1,104430,104430,104450,104450,0.14915036,,
5/6/21,A069500,A001,안정추구형소규모,Equity,KODEX 200,1,42295,42295,42630,42630,0.06087391,,
5/6/21,A251350,A001,안정추구형소규모,Equity,KODEX 선진국MSCI World,1,18485,18485,18550,18550,0.02648865,,
5/6/21,A237370,A001,안정추구형소규모,Alternative,KODEX 배당성장채권혼합,1,12060,12060,12100,12100,0.01727831,,
5/6/21,C000001,A001,안정추구형소규모,Cash,현금,1640,1,1640,1,1640,0.00234185,,
5/6/21,A114260,A002,안정추구형중규모,Fixed Income,KODEX 국고채3년,4,58040,232160,58060,232240,0.23207755,,
5/6/21,A122260,A002,안정추구형중규모,Fixed Income,KOSEF 통안채1년,2,101395,202790,101315,202630,0.20248826,,
5/6/21,A130730,A002,안정추구형중규모,Fixed Income,KOSEF 단기자금,2,101110,202220,101090,202180,0.20203857,,
5/6/21,A196230,A002,안정추구형중규모,Fixed Income,KBSTAR 단기통안채,1,104430,104430,104450,104450,0.10437694,,
5/6/21,A069500,A002,안정추구형중규모,Equity,KODEX 200,1,42295,42295,42630,42630,0.04260018,,
5/6/21,A251350,A002,안정추구형중규모,Equity,KODEX 선진국MSCI World,2,18485,36970,18550,37100,0.03707405,,
5/6/21,A273130,A002,안정추구형중규모,Fixed Income,KODEX 종합채권(AA-이상)액티브,1,108550,108550,108695,108695,0.10861897,,
5/6/21,A237370,A002,안정추구형중규모,Alternative,KODEX 배당성장채권혼합,2,12060,24120,12100,24200,0.02418307,,
5/6/21,A292150,A002,안정추구형중규모,Equity,TIGER TOP10,2,14305,28610,14360,28720,0.02869991,,
5/6/21,C000001,A002,안정추구형중규모,Cash,현금,17855,1,17855,1,17855,0.01784251,,
5/6/21,A114260,A003,안정추구형대규모,Fixed Income,KODEX 국고채3년,5,58040,290200,58060,290300,0.22315406,,
5/6/21,A122260,A003,안정추구형대규모,Fixed Income,KOSEF 통안채1년,3,101395,304185,101315,303945,0.23364299,,
5/6/21,A130730,A003,안정추구형대규모,Fixed Income,KOSEF 단기자금,3,101110,303330,101090,303270,0.23312412,,
5/6/21,A196230,A003,안정추구형대규모,Fixed Income,KBSTAR 단기통안채,2,104430,208860,104450,208900,0.16058175,,
5/6/21,A069500,A003,안정추구형대규모,Equity,KODEX 200,2,42295,84590,42630,85260,0.06553949,,
5/6/21,A251350,A003,안정추구형대규모,Equity,KODEX 선진국MSCI World,3,18485,55455,18550,55650,0.04277824,,
5/6/21,A237370,A003,안정추구형대규모,Alternative,KODEX 배당성장채권혼합,2,12060,24120,12100,24200,0.01860258,,
5/6/21,A292150,A003,안정추구형대규모,Equity,TIGER TOP10,2,14305,28610,14360,28720,0.02207711,,
5/6/21,C000001,A003,안정추구형대규모,Cash,현금,650,1,650,1,650,0.00049966,,
5/6/21,A114260,A004,위험중립형소규모,Fixed Income,KODEX 국고채3년,3,58040,174120,58060,174180,0.24826289,,
5/6/21,A148070,A004,위험중립형소규모,Fixed Income,KOSEF 국고채10년,1,119695,119695,119850,119850,0.17082505,,
5/6/21,A069500,A004,위험중립형소규모,Equity,KODEX 200,3,42295,126885,42630,127890,0.18228465,,
5/6/21,A251350,A004,위험중립형소규모,Equity,KODEX 선진국MSCI World,4,18485,73940,18550,74200,0.10575902,,
5/6/21,A273130,A004,위험중립형소규모,Fixed Income,KODEX 종합채권(AA-이상)액티브,1,108550,108550,108695,108695,0.15492556,,
5/6/21,A157490,A004,위험중립형소규모,Equity,TIGER 소프트웨어,3,16730,50190,16670,50010,0.07128044,,
5/6/21,A292150,A004,위험중립형소규모,Equity,TIGER TOP10,2,14305,28610,14360,28720,0.04093530,,
5/6/21,A237370,A004,위험중립형소규모,Alternative,KODEX 배당성장채권혼합,1,12060,12060,12100,12100,0.01724642,,
5/6/21,C000001,A004,위험중립형소규모,Cash,현금,5950,1,5950,1,5950,0.00848068,,
5/6/21,A114260,A005,위험중립형중규모,Fixed Income,KODEX 국고채3년,4,58040,232160,58060,232240,0.23174060,,
5/6/21,A148070,A005,위험중립형중규모,Fixed Income,KOSEF 국고채10년,2,119695,239390,119850,239700,0.23918456,,
5/6/21,A069500,A005,위험중립형중규모,Equity,KODEX 200,4,42295,169180,42630,170520,0.17015332,,
5/6/21,A251350,A005,위험중립형중규모,Equity,KODEX 선진국MSCI World,6,18485,110910,18550,111300,0.11106066,,
5/6/21,A273130,A005,위험중립형중규모,Fixed Income,KODEX 종합채권(AA-이상)액티브,1,108550,108550,108695,108695,0.10846127,,
5/6/21,A157490,A005,위험중립형중규모,Equity,TIGER 소프트웨어,5,16730,83650,16670,83350,0.08317077,,
5/6/21,A292150,A005,위험중립형중규모,Equity,TIGER TOP10,2,14305,28610,14360,28720,0.02865824,,
5/6/21,A237370,A005,위험중립형중규모,Alternative,KODEX 배당성장채권혼합,2,12060,24120,12100,24200,0.02414796,,
5/6/21,C000001,A005,위험중립형중규모,Cash,현금,3430,1,3430,1,3430,0.00342262,,
5/6/21,A114260,A006,위험중립형대규모,Fixed Income,KODEX 국고채3년,5,58040,290200,58060,290300,0.22282262,,
5/6/21,A148070,A006,위험중립형대규모,Fixed Income,KOSEF 국고채10년,3,119695,359085,119850,359550,0.27597614,,
5/6/21,A069500,A006,위험중립형대규모,Equity,KODEX 200,5,42295,211475,42630,213150,0.16360538,,
5/6/21,A251350,A006,위험중립형대규모,Equity,KODEX 선진국MSCI World,8,18485,147880,18550,148400,0.11390588,,
5/6/21,A273130,A006,위험중립형대규모,Fixed Income,KODEX 종합채권(AA-이상)액티브,1,108550,108550,108695,108695,0.08342992,,
5/6/21,A157490,A006,위험중립형대규모,Equity,TIGER 소프트웨어,6,16730,100380,16670,100020,0.07677134,,
5/6/21,A292150,A006,위험중립형대규모,Equity,TIGER TOP10,3,14305,42915,14360,43080,0.03306648,,
5/6/21,A237370,A006,위험중립형대규모,Alternative,KODEX 배당성장채권혼합,3,12060,36180,12100,36300,0.02786242,,
5/6/21,C000001,A006,위험중립형대규모,Cash,현금,3335,1,3335,1,3335,0.00255981,,
5/6/21,A157490,A007,적극투자형소규모,Equity,TIGER 소프트웨어,10,16730,167300,16670,166700,0.23792533,,
5/6/21,A237370,A007,적극투자형소규모,Alternative,KODEX 배당성장채권혼합,14,12060,168840,12100,169400,0.24177894,,
5/6/21,A278540,A007,적극투자형소규모,Equity,KODEX MSCI Korea TR,12,13695,164340,13810,165720,0.23652660,,
5/6/21,A266370,A007,적극투자형소규모,Equity,KODEX IT,4,20760,83040,20525,82100,0.11717858,,
5/6/21,A292150,A007,적극투자형소규모,Equity,TIGER TOP10,4,14305,57220,14360,57440,0.08198219,,
5/6/21,A114260,A007,적극투자형소규모,Fixed Income,KODEX 국고채3년,1,58040,58040,58060,58060,0.08286709,,
5/6/21,C000001,A007,적극투자형소규모,Cash,현금,1220,1,1220,1,1220,0.00174127,,
5/6/21,A157490,A008,적극투자형중규모,Equity,TIGER 소프트웨어,14,16730,234220,16670,233380,0.23323539,,
5/6/21,A237370,A008,적극투자형중규모,Alternative,KODEX 배당성장채권혼합,20,12060,241200,12100,242000,0.24185005,,
5/6/21,A278540,A008,적극투자형중규모,Equity,KODEX MSCI Korea TR,17,13695,232815,13810,234770,0.23462453,,
5/6/21,A266370,A008,적극투자형중규모,Equity,KODEX IT,7,20760,145320,20525,143675,0.14358598,,
5/6/21,A292150,A008,적극투자형중규모,Equity,TIGER TOP10,6,14305,85830,14360,86160,0.08610661,,
5/6/21,A114260,A008,적극투자형중규모,Fixed Income,KODEX 국고채3년,1,58040,58040,58060,58060,0.05802403,,
5/6/21,C000001,A008,적극투자형중규모,Cash,현금,2575,1,2575,1,2575,0.00257340,,
5/6/21,A157490,A009,적극투자형대규모,Equity,TIGER 소프트웨어,18,16730,301140,16670,300060,0.23061847,,
5/6/21,A237370,A009,적극투자형대규모,Alternative,KODEX 배당성장채권혼합,25,12060,301500,12100,302500,0.23249379,,
5/6/21,A278540,A009,적극투자형대규모,Equity,KODEX MSCI Korea TR,23,13695,314985,13810,317630,0.24412233,,
5/6/21,A266370,A009,적극투자형대규모,Equity,KODEX IT,8,20760,166080,20525,164200,0.12619994,,
5/6/21,A292150,A009,적극투자형대규모,Equity,TIGER TOP10,7,14305,100135,14360,100520,0.07725711,,
5/6/21,A114260,A009,적극투자형대규모,Fixed Income,KODEX 국고채3년,2,58040,116080,58060,116120,0.08924687,,
5/6/21,C000001,A009,적극투자형대규모,Cash,현금,80,1,80,1,80,0.00006149,,
5/7/21,A114260,A001,안정추구형소규모,Fixed Income,KODEX 국고채3년,2,58040,116080,58055,116110,0.16567971,,
5/7/21,A122260,A001,안정추구형소규모,Fixed Income,KOSEF 통안채1년,2,101395,202790,101330,202660,0.28917966,,
5/7/21,A130730,A001,안정추구형소규모,Fixed Income,KOSEF 단기자금,2,101110,202220,101100,202200,0.28852328,,
5/7/21,A196230,A001,안정추구형소규모,Fixed Income,KBSTAR 단기통안채,1,104430,104430,104445,104445,0.14903469,,
5/7/21,A069500,A001,안정추구형소규모,Equity,KODEX 200,1,42295,42295,42905,42905,0.06122201,,
5/7/21,A251350,A001,안정추구형소규모,Equity,KODEX 선진국MSCI World,1,18485,18485,18665,18665,0.02663347,,
5/7/21,A237370,A001,안정추구형소규모,Alternative,KODEX 배당성장채권혼합,1,12060,12060,12185,12185,0.01738702,,
