date,itemcode,userid,name,asset_class,itemname,quantity,cost_price,cost_value,price,value,wt,group_by,original
2021-05-04,A237370,A004,위험중립형소규모,Alternative,KODEX 배당성장채권혼합,1,12060,12060,12065.0,12065.0,0.01721628447894519,,
2021-05-04,C000001,A004,위험중립형소규모,Cash,현금,5950,1,5950,1.0,5950.0,0.008490417956877239,,
2021-05-04,A114260,A005,위험중립형중규모,Fixed Income,KODEX 국고채3년,4,58040,232160,58015.0,232060.0,0.23181427686652148,,
2021-05-04,A148070,A005,위험중립형중규모,Fixed Income,KOSEF 국고채10년,2,119695,239390,119670.0,239340.0,0.23908656823766808,,
2021-05-04,A069500,A005,위험중립형중규모,Equity,KODEX 200,4,42295,169180,42380.0,169520.0,0.16934049907098475,,
2021-05-04,A251350,A005,위험중립형중규모,Equity,KODEX 선진국MSCI World,6,18485,110910,18525.0,111150.0,0.11103230575589874,,
2021-05-04,A273130,A005,위험중립형중규모,Fixed Income,KODEX 종합채권(AA-이상)액티브,1,108550,108550,108445.0,108445.0,0.10833017001977903,,
2021-05-04,A157490,A005,위험중립형중규모,Equity,TIGER 소프트웨어,5,16730,83650,16805.0,84025.0,0.08393602781052084,,
2021-05-04,A292150,A005,위험중립형중규모,Equity,TIGER TOP10,2,14305,28610,14480.0,28960.0,0.0289293349050007,,
2021-05-04,A237370,A005,위험중립형중규모,Alternative,KODEX 배당성장채권혼합,2,12060,24120,12065.0,24130.0,0.024104449283759214,,
2021-05-04,C000001,A005,위험중립형중규모,Cash,현금,3430,1,3430,1.0,3430.0,0.0034263680498671407,,
2021-05-04,A114260,A006,위험중립형대규모,Fixed Income,KODEX 국고채3년,5,58040,290200,58015.0,290075.0,0.2228894370039111,,
2021-05-04,A148070,A006,위험중립형대규모,Fixed Income,KOSEF 국고채10년,3,119695,359085,119670.0,359010.0,0.2758580945575252,,
2021-05-04,A069500,A006,위험중립형대규모,Equity,KODEX 200,5,42295,211475,42380.0,211900.0,0.1628208970132854,,
2021-05-04,A251350,A006,위험중립형대규모,Equity,KODEX 선진국MSCI World,8,18485,147880,18525.0,148200.0,0.11387473778843273,,
2021-05-04,A273130,A006,위험중립형대규모,Fixed Income,KODEX 종합채권(AA-이상)액티브,1,108550,108550,108445.0,108445.0,0.08332757044174485,,
2021-05-04,A157490,A006,위험중립형대규모,Equity,TIGER 소프트웨어,6,16730,100380,16805.0,100830.0,0.07747631451557133,,
2021-05-04,A292150,A006,위험중립형대규모,Equity,TIGER TOP10,3,14305,42915,14480.0,43440.0,0.03337866808049607,,
2021-05-04,A237370,A006,위험중립형대규모,Alternative,KODEX 배당성장채권혼합,3,12060,36180,12065.0,36195.0,0.02781171480602107,,
2021-05-04,C000001,A006,위험중립형대규모,Cash,현금,3335,1,3335,1.0,3335.0,0.002562565793012302,,
2021-05-04,A157490,A007,적극투자형소규모,Equity,TIGER 소프트웨어,10,16730,167300,16805.0,168050.0,0.2392596547428368,,
2021-05-04,A237370,A007,적극투자형소규모,Alternative,KODEX 배당성장채권혼합,14,12060,168840,12065.0,168910.0,0.2404840718989144,,
2021-05-04,A278540,A007,적극투자형소규모,Equity,KODEX MSCI Korea TR,12,13695,164340,13750.0,165000.0,0.23491724506139883,,
2021-05-04,A266370,A007,적극투자형소규모,Equity,KODEX IT,4,20760,83040,20815.0,83260.0,0.118540665598861,,
2021-05-04,A292150,A007,적극투자형소규모,Equity,TIGER TOP10,4,14305,57220,14480.0,57920.0,0.08246307172094679,,
2021-05-04,A114260,A007,적극투자형소규모,Fixed Income,KODEX 국고채3년,1,58040,58040,58015.0,58015.0,0.08259832710446699,,
2021-05-04,C000001,A007,적극투자형소규모,Cash,현금,1220,1,1220,1.0,1220.0,0.0017369638725751914,,
2021-05-04,A157490,A008,적극투자형중규모,Equity,TIGER 소프트웨어,14,16730,234220,16805.0,235270.0,0.23445059516988126,,
2021-05-04,A237370,A008,적극투자형중규모,Alternative,KODEX 배당성장채권혼합,20,12060,241200,12065.0,241300.0,0.24045959371994877,,
2021-05-04,A278540,A008,적극투자형중규모,Equity,KODEX MSCI Korea TR,17,13695,232815,13750.0,233750.0,0.23293588906770835,,
2021-05-04,A266370,A008,적극투자형중규모,Equity,KODEX IT,7,20760,145320,20815.0,145705.0,0.14519753461651527,,
2021-05-04,A292150,A008,적극투자형중규모,Equity,TIGER TOP10,6,14305,85830,14480.0,86880.0,0.08657741194525134,,
2021-05-04,A114260,A008,적극투자형중규모,Fixed Income,KODEX 국고채3년,1,58040,58040,58015.0,58015.0,0.05781294376155337,,
2021-05-04,C000001,A008,적극투자형중규모,Cash,현금,2575,1,2575,1.0,2575.0,0.0025660317191416003,,
2021-05-04,A157490,A009,적극투자형대규모,Equity,TIGER 소프트웨어,18,16730,301140,16805.0,302490.0,0.2319077245075152,,
2021-05-04,A237370,A009,적극투자형대규모,Alternative,KODEX 배당성장채권혼합,25,12060,301500,12065.0,301625.0,0.23124456148824515,,
2021-05-04,A278540,A009,적극투자형대규모,Equity,KODEX MSCI Korea TR,23,13695,314985,13750.0,316250.0,0.24245699981983432,,
2021-05-04,A266370,A009,적극투자형대규모,Equity,KODEX IT,8,20760,166080,20815.0,166520.0,0.12766463117786186,,
2021-05-04,A292150,A009,적극투자형대규모,Equity,TIGER TOP10,7,14305,100135,14480.0,101360.0,0.07770890593435069,,
2021-05-04,A114260,A009,적극투자형대규모,Fixed Income,KODEX 국고채3년,2,58040,116080,58015.0,116030.0,0.08895584407619092,,
2021-05-04,C000001,A009,적극투자형대규모,Cash,현금,80,1,80,1.0,80.0,6.133299600185532e-05,,
2021-05-05,A114260,A001,안정추구형소규모,Fixed Income,KODEX 국고채3년,2,58040,116080,58015.0,116030.0,0.16578437886224165,,
2021-05-05,A122260,A001,안정추구형소규모,Fixed Income,KOSEF 통안채1년,2,101395,202790,101305.0,202610.0,0.289490416282675,,
2021-05-05,A130730,A001,안정추구형소규모,Fixed Income,KOSEF 단기자금,2,101110,202220,101100.0,202200.0,0.28890460575666005,,
2021-05-05,A196230,A001,안정추구형소규모,Fixed Income,KBSTAR 단기통안채,1,104430,104430,104435.0,104435.0,0.14921737142530558,,
2021-05-05,A069500,A001,안정추구형소규모,Equity,KODEX 200,1,42295,42295,42380.0,42380.0,0.06055280510369561,,
2021-05-05,A251350,A001,안정추구형소규모,Equity,KODEX 선진국MSCI World,1,18485,18485,18525.0,18525.0,0.02646863413275038,,
2021-05-05,A237370,A001,안정추구형소규모,Alternative,KODEX 배당성장채권혼합,1,12060,12060,12065.0,12065.0,0.017238546332611786,,
2021-05-05,C000001,A001,안정추구형소규모,Cash,현금,1640,1,1640,1.0,1640.0,0.0023432421040599526,,
2021-05-05,A114260,A002,안정추구형중규모,Fixed Income,KODEX 국고채3년,4,58040,232160,58015.0,232060.0,0.2320309961254843,,
2021-05-05,A122260,A002,안정추구형중규모,Fixed Income,KOSEF 통안채1년,2,101395,202790,101305.0,202610.0,0.20258467691538556,,
2021-05-05,A130730,A002,안정추구형중규모,Fixed Income,KOSEF 단기자금,2,101110,202220,101100.0,202200.0,0.20217472815898013,,
2021-05-05,A196230,A002,안정추구형중규모,Fixed Income,KBSTAR 단기통안채,1,104430,104430,104435.0,104435.0,0.10442194725659293,,
2021-05-05,A069500,A002,안정추구형중규모,Equity,KODEX 200,1,42295,42295,42380.0,42380.0,0.04237470316210474,,
2021-05-05,A251350,A002,안정추구형중규모,Equity,KODEX 선진국MSCI World,2,18485,36970,18525.0,37050.0,0.0370453693288339,,
2021-05-05,A273130,A002,안정추구형중규모,Fixed Income,KODEX 종합채권(AA-이상)액티브,1,108550,108550,108445.0,108445.0,0.10843144606924135,,
2021-05-05,A237370,A002,안정추구형중규모,Alternative,KODEX 배당성장채권혼합,2,12060,24120,12065.0,24130.0,0.02412698412698413,,
2021-05-05,A292150,A002,안정추구형중규모,Equity,TIGER TOP10,2,14305,28610,14480.0,28960.0,0.028956380452443444,,
2021-05-05,C000001,A002,안정추구형중규모,Cash,현금,17855,1,17855,1.0,17855.0,0.017852768403949507,,
2021-05-05,A114260,A003,안정추구형대규모,Fixed Income,KODEX 국고채3년,5,58040,290200,58015.0,290075.0,0.2230942868020012,,
2021-05-05,A122260,A003,안정추구형대규모,Fixed Income,KOSEF 통안채1년,3,101395,304185,101305.0,303915.0,0.23373851649894056,,
2021-05-05,A130730,A003,안정추구형대규모,Fixed Income,KOSEF 단기자금,3,101110,303330,101100.0,303300.0,0.23326552507815895,,
2021-05-05,A196230,A003,안정추구형대규모,Fixed Income,KBSTAR 단기통안채,2,104430,208860,104435.0,208870.0,0.16064019196529858,,
2021-05-05,A069500,A003,안정추구형대규모,Equity,KODEX 200,2,42295,84590,42380.0,84760.0,0.06518821597634274,,
2021-05-05,A251350,A003,안정추구형대규모,Equity,KODEX 선진국MSCI World,3,18485,55455,18525.0,55575.0,0.04274227351209589,,
2021-05-05,A237370,A003,안정추구형대규모,Alternative,KODEX 배당성장채권혼합,2,12060,24120,12065.0,24130.0,0.0185581837129442,,
2021-05-05,A292150,A003,안정추구형대규모,Equity,TIGER TOP10,2,14305,28610,14480.0,28960.0,0.022272896822497473,,
2021-05-05,C000001,A003,안정추구형대규모,Cash,현금,650,1,650,1.0,650.0,0.0004999096317204198,,
2021-05-05,A114260,A004,위험중립형소규모,Fixed Income,KODEX 국고채3년,3,58040,174120,58015.0,174045.0,0.2483554274461679,,
2021-05-05,A148070,A004,위험중립형소규모,Fixed Income,KOSEF 국고채10년,1,119695,119695,119670.0,119670.0,0.17076442300831918,,
2021-05-05,A069500,A004,위험중립형소규모,Equity,KODEX 200,3,42295,126885,42380.0,127140.0,0.18142382168695328,,
2021-05-05,A251350,A004,위험중립형소규모,Equity,KODEX 선진국MSCI World,4,18485,73940,18525.0,74100.0,0.10573781018564762,,
2021-05-05,A273130,A004,위험중립형소규모,Fixed Income,KODEX 종합채권(AA-이상)액티브,1,108550,108550,108445.0,108445.0,0.1547467857703449,,
2021-05-05,A157490,A004,위험중립형소규모,Equity,TIGER 소프트웨어,3,16730,50190,16805.0,50415.0,0.0719402388732716,,
2021-05-05,A292150,A004,위험중립형소규모,Equity,TIGER TOP10,2,14305,28610,14480.0,28960.0,0.04132479059347308,,
2021-05-05,A237370,A004,위험중립형소규모,Alternative,KODEX 배당성장채권혼합,1,12060,12060,12065.0,12065.0,0.01721628447894519,,
2021-05-05,C000001,A004,위험중립형소규모,Cash,현금,5950,1,5950,1.0,5950.0,0.008490417956877239,,
2021-05-05,A114260,A005,위험중립형중규모,Fixed Income,KODEX 국고채3년,4,58040,232160,58015.0,232060.0,0.23181427686652148,,
2021-05-05,A148070,A005,위험중립형중규모,Fixed Income,KOSEF 국고채10년,2,119695,239390,119670.0,239340.0,0.23908656823766808,,
2021-05-05,A069500,A005,위험중립형중규모,Equity,KODEX 200,4,42295,169180,42380.0,169520.0,0.16934049907098475,,
2021-05-05,A251350,A005,위험중립형중규모,Equity,KODEX 선진국MSCI World,6,18485,110910,18525.0,111150.0,0.11103230575589874,,
2021-05-05,A273130,A005,위험중립형중규모,Fixed Income,KODEX 종합채권(AA-이상)액티브,1,108550,108550,108445.0,108445.0,0.10833017001977903,,
2021-05-05,A157490,A005,위험중립형중규모,Equity,TIGER 소프트웨어,5,16730,83650,16805.0,84025.0,0.08393602781052084,,
2021-05-05,A292150,A005,위험중립형중규모,Equity,TIGER TOP10,2,14305,28610,14480.0,28960.0,0.0289293349050007,,
2021-05-05,A237370,A005,위험중립형중규모,Alternative,KODEX 배당성장채권혼합,2,12060,24120,12065.0,24130.0,0.024104449283759214,,
2021-05-05,C000001,A005,위험중립형중규모,Cash,현금,3430,1,3430,1.0,3430.0,0.0034263680498671407,,
2021-05-05,A114260,A006,위험중립형대규모,Fixed Income,KODEX 국고채3년,5,58040,290200,58015.0,290075.0,0.2228894370039111,,
2021-05-05,A148070,A006,위험중립형대규모,Fixed Income,KOSEF 국고채10년,3,119695,359085,119670.0,359010.0,0.2758580945575252,,
2021-05-05,A069500,A006,위험중립형대규모,Equity,KODEX 200,5,42295,211475,42380.0,211900.0,0.1628208970132854,,
2021-05-05,A251350,A006,위험중립형대규모,Equity,KODEX 선진국MSCI World,8,18485,147880,18525.0,148200.0,0.11387473778843273,,
2021-05-05,A273130,A006,위험중립형대규모,Fixed Income,KODEX 종합채권(AA-이상)액티브,1,108550,108550,108445.0,108445.0,0.08332757044174485,,
2021-05-05,A157490,A006,위험중립형대규모,Equity,TIGER 소프트웨어,6,16730,100380,16805.0,100830.0,0.07747631451557133,,
2021-05-05,A292150,A006,위험중립형대규모,Equity,TIGER TOP10,3,14305,42915,14480.0,43440.0,0.03337866808049607,,
2021-05-05,A237370,A006,위험중립형대규모,Alternative,KODEX 배당성장채권혼합,3,12060,36180,12065.0,36195.0,0.02781171480602107,,
2021-05-05,C000001,A006,위험중립형대규모,Cash,현금,3335,1,3335,1.0,3335.0,0.002562565793012302,,
2021-05-05,A157490,A007,적극투자형소규모,Equity,TIGER 소프트웨어,10,16730,167300,16805.0,168050.0,0.2392596547428368,,
2021-05-05,A237370,A007,적극투자형소규모,Alternative,KODEX 배당성장채권혼합,14,12060,168840,12065.0,168910.0,0.2404840718989144,,
2021-05-05,A278540,A007,적극투자형소규모,Equity,KODEX MSCI Korea TR,12,13695,164340,13750.0,165000.0,0.23491724506139883,,
2021-05-05,A266370,A007,적극투자형소규모,Equity,KODEX IT,4,20760,83040,20815.0,83260.0,0.118540665598861,,
2021-05-05,A292150,A007,적극투자형소규모,Equity,TIGER TOP10,4,14305,57220,14480.0,57920.0,0.08246307172094679,,
2021-05-05,A114260,A007,적극투자형소규모,Fixed Income,KODEX 국고채3년,1,58040,58040,58015.0,58015.0,0.08259832710446699,,
2021-05-05,C000001,A007,적극투자형소규모,Cash,현금,1220,1,1220,1.0,1220.0,0.0017369638725751914,,
2021-05-05,A157490,A008,적극투자형중규모,Equity,TIGER 소프트웨어,14,16730,234220,16805.0,235270.0,0.23445059516988126,,
2021-05-05,A237370,A008,적극투자형중규모,Alternative,KODEX 배당성장채권혼합,20,12060,241200,12065.0,241300.0,0.24045959371994877,,
2021-05-05,A278540,A008,적극투자형중규모,Equity,KODEX MSCI Korea TR,17,13695,232815,13750.0,233750.0,0.23293588906770835,,
2021-05-05,A266370,A008,적극투자형중규모,Equity,KODEX IT,7,20760,145320,20815.0,145705.0,0.14519753461651527,,
2021-05-05,A292150,A008,적극투자형중규모,Equity,TIGER TOP10,6,14305,85830,14480.0,86880.0,0.08657741194525134,,
2021-05-05,A114260,A008,적극투자형중규모,Fixed Income,KODEX 국고채3년,1,58040,58040,58015.0,58015.0,0.05781294376155337,,
2021-05-05,C000001,A008,적극투자형중규모,Cash,현금,2575,1,2575,1.0,2575.0,0.0025660317191416003,,
2021-05-05,A157490,A009,적극투자형대규모,Equity,TIGER 소프트웨어,18,16730,301140,16805.0,302490.0,0.2319077245075152,,
2021-05-05,A237370,A009,적극투자형대규모,Alternative,KODEX 배당성장채권혼합,25,12060,301500,12065.0,301625.0,0.23124456148824515,,
2021-05-05,A278540,A009,적극투자형대규모,Equity,KODEX MSCI Korea TR,23,13695,314985,13750.0,316250.0,0.24245699981983432,,
2021-05-05,A266370,A009,적극투자형대규모,Equity,KODEX IT,8,20760,166080,20815.0,166520.0,0.12766463117786186,,
2021-05-05,A292150,A009,적극투자형대규모,Equity,TIGER TOP10,7,14305,100135,14480.0,101360.0,0.07770890593435069,,
2021-05-05,A114260,A009,적극투자형대규모,Fixed Income,KODEX 국고채3년,2,58040,116080,58015.0,116030.0,0.08895584407619092,,
2021-05-05,C000001,A009,적극투자형대규모,Cash,현금,80,1,80,1.0,80.0,6.133299600185532e-05,,
2021-05-06,A114260,A001,안정추구형소규모,Fixed Income,KODEX 국고채3년,2,58040,116080,58060.0,116120.0,0.16581465086391547,,
2021-05-06,A122260,A001,안정추구형소규모,Fixed Income,KOSEF 통안채1년,2,101395,202790,101315.0,202630.0,0.28934742253320006,,
2021-05-06,A130730,A001,안정추구형소규모,Fixed Income,KOSEF 단기자금,2,101110,202220,101090.0,202180.0,0.2887048407825218,,
2021-05-06,A196230,A001,안정추구형소규모,Fixed Income,KBSTAR 단기통안채,1,104430,104430,104450.0,104450.0,0.1491503641296587,,
2021-05-06,A069500,A001,안정추구형소규모,Equity,KODEX 200,1,42295,42295,42630.0,42630.0,0.06087391118092246,,
2021-05-06,A251350,A001,안정추구형소규모,Equity,KODEX 선진국MSCI World,1,18485,18485,18550.0,18550.0,0.026488647722404685,,
2021-05-06,A237370,A001,안정추구형소규모,Alternative,KODEX 배당성장채권혼합,1,12060,12060,12100.0,12100.0,0.01727830929601599,,
2021-05-06,C000001,A001,안정추구형소규모,Cash,현금,1640,1,1640,1.0,1640.0,0.0023418534913608453,,
2021-05-06,A114260,A002,안정추구형중규모,Fixed Income,KODEX 국고채3년,4,58040,232160,58060.0,232240.0,0.2320775457179974,,
2021-05-06,A122260,A002,안정추구형중규모,Fixed Income,KOSEF 통안채1년,2,101395,202790,101315.0,202630.0,0.20248825821924651,,
2021-05-06,A130730,A002,안정추구형중규모,Fixed Income,KOSEF 단기자금,2,101110,202220,101090.0,202180.0,0.20203857299890077,,
2021-05-06,A196230,A002,안정추구형중규모,Fixed Income,KBSTAR 단기통안채,1,104430,104430,104450.0,104450.0,0.10437693614469871,,
2021-05-06,A069500,A002,안정추구형중규모,Equity,KODEX 200,1,42295,42295,42630.0,42630.0,0.04260017987408814,,
2021-05-06,A251350,A002,안정추구형중규모,Equity,KODEX 선진국MSCI World,2,18485,36970,18550.0,37100.0,0.0370740481662836,,
2021-05-06,A273130,A002,안정추구형중규모,Fixed Income,KODEX 종합채권(AA-이상)액티브,1,108550,108550,108695.0,108695.0,0.1086189667232937,,
2021-05-06,A237370,A002,안정추구형중규모,Alternative,KODEX 배당성장채권혼합,2,12060,24120,12100.0,24200.0,0.024183071849705206,,
2021-05-06,A292150,A002,안정추구형중규모,Equity,TIGER TOP10,2,14305,28610,14360.0,28720.0,0.02869991006295593,,
2021-05-06,C000001,A002,안정추구형중규모,Cash,현금,17855,1,17855,1.0,17855.0,0.01784251024283002,,
2021-05-06,A114260,A003,안정추구형대규모,Fixed Income,KODEX 국고채3년,5,58040,290200,58060.0,290300.0,0.22315405932069846,,
2021-05-06,A122260,A003,안정추구형대규모,Fixed Income,KOSEF 통안채1년,3,101395,304185,101315.0,303945.0,0.23364299194016427,,
2021-05-06,A130730,A003,안정추구형대규모,Fixed Income,KOSEF 단기자금,3,101110,303330,101090.0,303270.0,0.2331241183954124,,
2021-05-06,A196230,A003,안정추구형대규모,Fixed Income,KBSTAR 단기통안채,2,104430,208860,104450.0,208900.0,0.16058175333136032,,
2021-05-06,A069500,A003,안정추구형대규모,Equity,KODEX 200,2,42295,84590,42630.0,85260.0,0.0655394939637711,,
2021-05-06,A251350,A003,안정추구형대규모,Equity,KODEX 선진국MSCI World,3,18485,55455,18550.0,55650.0,0.04277824113398852,,
2021-05-06,A237370,A003,안정추구형대규모,Alternative,KODEX 배당성장채권혼합,2,12060,24120,12100.0,24200.0,0.01860257745628971,,
2021-05-06,A292150,A003,안정추구형대규모,Equity,TIGER TOP10,2,14305,28610,14360.0,28720.0,0.022077108452257868,,
2021-05-06,C000001,A003,안정추구형대규모,Cash,현금,650,1,650,1.0,650.0,0.0004996560060573682,,
2021-05-06,A114260,A004,위험중립형소규모,Fixed Income,KODEX 국고채3년,3,58040,174120,58060.0,174180.0,0.2482628867081436,,
2021-05-06,A148070,A004,위험중립형소규모,Fixed Income,KOSEF 국고채10년,1,119695,119695,119850.0,119850.0,0.17082504863917217,,
2021-05-06,A069500,A004,위험중립형소규모,Equity,KODEX 200,3,42295,126885,42630.0,127890.0,0.18228465140144956,,
2021-05-06,A251350,A004,위험중립형소규모,Equity,KODEX 선진국MSCI World,4,18485,73940,18550.0,74200.0,0.10575902051753505,,
2021-05-06,A273130,A004,위험중립형소규모,Fixed Income,KODEX 종합채권(AA-이상)액티브,1,108550,108550,108695.0,108695.0,0.15492556246837563,,
2021-05-06,A157490,A004,위험중립형소규모,Equity,TIGER 소프트웨어,3,16730,50190,16670.0,50010.0,0.0712804395698373,,
2021-05-06,A292150,A004,위험중립형소규모,Equity,TIGER TOP10,2,14305,28610,14360.0,28720.0,0.04093529742942866,,
2021-05-06,A237370,A004,위험중립형소규모,Alternative,KODEX 배당성장채권혼합,1,12060,12060,12100.0,12100.0,0.01724641709248213,,
2021-05-06,C000001,A004,위험중립형소규모,Cash,현금,5950,1,5950,1.0,5950.0,0.008480676173575924,,
2021-05-06,A114260,A005,위험중립형중규모,Fixed Income,KODEX 국고채3년,4,58040,232160,58060.0,232240.0,0.23174059900913532,,
2021-05-06,A148070,A005,위험중립형중규모,Fixed Income,KOSEF 국고채10년,2,119695,239390,119850.0,239700.0,0.23918455727906363,,
2021-05-06,A069500,A005,위험중립형중규모,Equity,KODEX 200,4,42295,169180,42630.0,170520.0,0.17015331959627003,,
2021-05-06,A251350,A005,위험중립형중규모,Equity,KODEX 선진국MSCI World,6,18485,110910,18550.0,111300.0,0.11106066426850138,,
2021-05-06,A273130,A005,위험중립형중규모,Fixed Income,KODEX 종합채권(AA-이상)액티브,1,108550,108550,108695.0,108695.0,0.1084612659718307,,
2021-05-06,A157490,A005,위험중립형중규모,Equity,TIGER 소프트웨어,5,16730,83650,16670.0,83350.0,0.0831707669971212,,
2021-05-06,A292150,A005,위험중립형중규모,Equity,TIGER TOP10,2,14305,28610,14360.0,28720.0,0.028658241489589932,,
2021-05-06,A237370,A005,위험중립형중규모,Alternative,KODEX 배당성장채권혼합,2,12060,24120,12100.0,24200.0,0.024147961143735252,,
2021-05-06,C000001,A005,위험중립형중규모,Cash,현금,3430,1,3430,1.0,3430.0,0.003422624244752558,,
2021-05-06,A114260,A006,위험중립형대규모,Fixed Income,KODEX 국고채3년,5,58040,290200,58060.0,290300.0,0.22282262459415272,,
2021-05-06,A148070,A006,위험중립형대규모,Fixed Income,KOSEF 국고채10년,3,119695,359085,119850.0,359550.0,0.2759761442398471,,
2021-05-06,A069500,A006,위험중립형대규모,Equity,KODEX 200,5,42295,211475,42630.0,213150.0,0.16360538212967157,,
2021-05-06,A251350,A006,위험중립형대규모,Equity,KODEX 선진국MSCI World,8,18485,147880,18550.0,148400.0,0.11390588181113423,,
2021-05-06,A273130,A006,위험중립형대규모,Fixed Income,KODEX 종합채권(AA-이상)액티브,1,108550,108550,108695.0,108695.0,0.08342991794785198,,
2021-05-06,A157490,A006,위험중립형대규모,Equity,TIGER 소프트웨어,6,16730,100380,16670.0,100020.0,0.0767713362449437,,
2021-05-06,A292150,A006,위험중립형대규모,Equity,TIGER TOP10,3,14305,42915,14360.0,43080.0,0.033066478358650016,,
2021-05-06,A237370,A006,위험중립형대규모,Alternative,KODEX 배당성장채권혼합,3,12060,36180,12100.0,36300.0,0.027862422572400083,,
2021-05-06,C000001,A006,위험중립형대규모,Cash,현금,3335,1,3335,1.0,3335.0,0.0025598121013486025,,
