9|2100|7.00,Last Update : 2021-03-11 17:08,,3507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time Series (Company),,,거래량,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frequency,D,Ascending,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period(From),20061231,Korean,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period(To),CPD-1TD [20210310] [20210310],0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code,A069500,A105190,A102110,A232080,A278540,A229200,A196230,A371460,A293180,A130730,A122260,A314250,A139260,A364980,A251350,A292150,A091160,A367380,A091180,A091170,A372330,A283580,A371160,A364960,A245710,A102780,A214980,A360200,A302190,A157490,A148070,A153130,A364990,A266370,A114260,A195930,A273130,A245340,A329750
2/23/2007 12:00:00 AM,659511,,,,,,,,,,,,,,,,5513,,2645,24281,,,,,,,,,,,,,,,,,,,
2/26/2007 12:00:00 AM,649839,,,,,,,,,,,,,,,,7737,,4590,11632,,,,,,,,,,,,,,,,,,,
2/27/2007 12:00:00 AM,3681583,,,,,,,,,,,,,,,,8819,,2196,4351,,,,,,,,,,,,,,,,,,,
2/28/2007 12:00:00 AM,8197023,,,,,,,,,,,,,,,,14190,,4431,30873,,,,,,,,,,,,,,,,,,,
3/2/2007 12:00:00 AM,2309674,,,,,,,,,,,,,,,,2134,,1062,5417,,,,,,,,,,,,,,,,,,,
3/5/2007 12:00:00 AM,4648248,,,,,,,,,,,,,,,,5246,,3052,6304,,,,,,,,,,,,,,,,,,,
3/6/2007 12:00:00 AM,3019635,,,,,,,,,,,,,,,,4782,,562,2768,,,,,,,,,,,,,,,,,,,
3/7/2007 12:00:00 AM,3742222,,,,,,,,,,,,,,,,4122,,1678,14347,,,,,,,,,,,,,,,,,,,
3/8/2007 12:00:00 AM,3265999,,,,,,,,,,,,,,,,5723,,2308,6581,,,,,,,,,,,,,,,,,,,
3/9/2007 12:00:00 AM,847590,,,,,,,,,,,,,,,,6745,,864,2535,,,,,,,,,,,,,,,,,,,
3/12/2007 12:00:00 AM,918700,,,,,,,,,,,,,,,,7751,,1353,3408,,,,,,,,,,,,,,,,,,,
3/13/2007 12:00:00 AM,698162,,,,,,,,,,,,,,,,1859,,599,5325,,,,,,,,,,,,,,,,,,,
3/14/2007 12:00:00 AM,398413,,,,,,,,,,,,,,,,5431,,1388,11700,,,,,,,,,,,,,,,,,,,
3/15/2007 12:00:00 AM,696174,,,,,,,,,,,,,,,,3338,,4955,2702,,,,,,,,,,,,,,,,,,,
3/16/2007 12:00:00 AM,567050,,,,,,,,,,,,,,,,2168,,2041,3572,,,,,,,,,,,,,,,,,,,
3/19/2007 12:00:00 AM,574837,,,,,,,,,,,,,,,,2832,,4567,5227,,,,,,,,,,,,,,,,,,,
3/20/2007 12:00:00 AM,558004,,,,,,,,,,,,,,,,3767,,2193,4424,,,,,,,,,,,,,,,,,,,
3/21/2007 12:00:00 AM,679403,,,,,,,,,,,,,,,,6294,,1719,3487,,,,,,,,,,,,,,,,,,,
3/22/2007 12:00:00 AM,461596,,,,,,,,,,,,,,,,5364,,2442,2369,,,,,,,,,,,,,,,,,,,
3/23/2007 12:00:00 AM,387053,,,,,,,,,,,,,,,,4985,,1632,13431,,,,,,,,,,,,,,,,,,,
3/26/2007 12:00:00 AM,310162,,,,,,,,,,,,,,,,4730,,979,9724,,,,,,,,,,,,,,,,,,,
3/27/2007 12:00:00 AM,419624,,,,,,,,,,,,,,,,1233,,686,3213,,,,,,,,,,,,,,,,,,,
3/28/2007 12:00:00 AM,2235381,,,,,,,,,,,,,,,,2093,,1236,8468,,,,,,,,,,,,,,,,,,,
3/29/2007 12:00:00 AM,1173814,,,,,,,,,,,,,,,,5483,,1320,5638,,,,,,,,,,,,,,,,,,,
3/30/2007 12:00:00 AM,1820484,,,,,,,,,,,,,,,,1947,,3300,5360,,,,,,,,,,,,,,,,,,,
4/2/2007 12:00:00 AM,655713,,,,,,,,,,,,,,,,2965,,5019,4644,,,,,,,,,,,,,,,,,,,
4/3/2007 12:00:00 AM,2011308,,,,,,,,,,,,,,,,4383,,9571,2059,,,,,,,,,,,,,,,,,,,
4/4/2007 12:00:00 AM,1614560,,,,,,,,,,,,,,,,7036,,3234,31712,,,,,,,,,,,,,,,,,,,
4/5/2007 12:00:00 AM,854333,,,,,,,,,,,,,,,,4636,,2699,6571,,,,,,,,,,,,,,,,,,,
4/6/2007 12:00:00 AM,1319670,,,,,,,,,,,,,,,,36877,,21998,11804,,,,,,,,,,,,,,,,,,,
4/9/2007 12:00:00 AM,620034,,,,,,,,,,,,,,,,8189,,1922,7378,,,,,,,,,,,,,,,,,,,
4/10/2007 12:00:00 AM,1439297,,,,,,,,,,,,,,,,7439,,1979,5357,,,,,,,,,,,,,,,,,,,
4/11/2007 12:00:00 AM,1198512,,,,,,,,,,,,,,,,4155,,1714,2780,,,,,,,,,,,,,,,,,,,
4/12/2007 12:00:00 AM,2454369,,,,,,,,,,,,,,,,30674,,21883,3611,,,,,,,,,,,,,,,,,,,
4/13/2007 12:00:00 AM,1469497,,,,,,,,,,,,,,,,26674,,21703,27655,,,,,,,,,,,,,,,,,,,
4/16/2007 12:00:00 AM,710290,,,,,,,,,,,,,,,,70245,,67996,65696,,,,,,,,,,,,,,,,,,,
4/17/2007 12:00:00 AM,527379,,,,,,,,,,,,,,,,67961,,62113,62098,,,,,,,,,,,,,,,,,,,
4/18/2007 12:00:00 AM,226779,,,,,,,,,,,,,,,,62424,,60499,64461,,,,,,,,,,,,,,,,,,,
4/19/2007 12:00:00 AM,1368141,,,,,,,,,,,,,,,,63575,,61216,63600,,,,,,,,,,,,,,,,,,,
4/20/2007 12:00:00 AM,389859,,,,,,,,,,,,,,,,62059,,62059,63321,,,,,,,,,,,,,,,,,,,
4/23/2007 12:00:00 AM,897796,,,,,,,,,,,,,,,,64708,,64860,65799,,,,,,,,,,,,,,,,,,,
4/24/2007 12:00:00 AM,891728,,,,,,,,,,,,,,,,65169,,78329,74845,,,,,,,,,,,,,,,,,,,
4/25/2007 12:00:00 AM,249882,,,,,,,,,,,,,,,,64605,,60973,80647,,,,,,,,,,,,,,,,,,,
4/26/2007 12:00:00 AM,270258,,,,,,,,,,,,,,,,70890,,70260,72509,,,,,,,,,,,,,,,,,,,
4/27/2007 12:00:00 AM,1173821,,,,,,,,,,,,,,,,67801,,69229,69626,,,,,,,,,,,,,,,,,,,
4/30/2007 12:00:00 AM,580982,,,,,,,,,,,,,,,,65864,,64321,73507,,,,,,,,,,,,,,,,,,,
5/2/2007 12:00:00 AM,261449,,,,,,,,,,,,,,,,64149,,68567,63058,,,,,,,,,,,,,,,,,,,
5/3/2007 12:00:00 AM,138333,,,,,,,,,,,,,,,,63999,,63043,63105,,,,,,,,,,,,,,,,,,,
5/4/2007 12:00:00 AM,227403,,,,,,,,,,,,,,,,74984,,61012,68239,,,,,,,,,,,,,,,,,,,
5/7/2007 12:00:00 AM,208015,,,,,,,,,,,,,,,,71217,,61431,89494,,,,,,,,,,,,,,,,,,,
5/8/2007 12:00:00 AM,286259,,,,,,,,,,,,,,,,64405,,61057,68709,,,,,,,,,,,,,,,,,,,
5/9/2007 12:00:00 AM,307283,,,,,,,,,,,,,,,,64933,,61669,63390,,,,,,,,,,,,,,,,,,,
5/10/2007 12:00:00 AM,593188,,,,,,,,,,,,,,,,63541,,62347,69936,,,,,,,,,,,,,,,,,,,
5/11/2007 12:00:00 AM,839381,,,,,,,,,,,,,,,,69748,,73344,65310,,,,,,,,,,,,,,,,,,,
5/14/2007 12:00:00 AM,481658,,,,,,,,,,,,,,,,62217,,62107,92040,,,,,,,,,,,,,,,,,,,
5/15/2007 12:00:00 AM,1603578,,,,,,,,,,,,,,,,60536,,62326,71905,,,,,,,,,,,,,,,,,,,
5/16/2007 12:00:00 AM,548364,,,,,,,,,,,,,,,,62804,,61971,62180,,,,,,,,,,,,,,,,,,,
5/17/2007 12:00:00 AM,2632622,,,,,,,,,,,,,,,,61760,,60723,81828,,,,,,,,,,,,,,,,,,,
5/18/2007 12:00:00 AM,230922,,,,,,,,,,,,,,,,63283,,60576,69865,,,,,,,,,,,,,,,,,,,
5/21/2007 12:00:00 AM,314678,,,,,,,,,,,,,,,,61725,,64313,66246,,,,,,,,,,,,,,,,,,,
5/22/2007 12:00:00 AM,741193,,,,,,,,,,,,,,,,64815,,63564,77467,,,,,,,,,,,,,,,,,,,
5/23/2007 12:00:00 AM,1325023,,,,,,,,,,,,,,,,63266,,62009,74092,,,,,,,,,,,,,,,,,,,
5/25/2007 12:00:00 AM,1230947,,,,,,,,,,,,,,,,62321,,62583,66622,,,,,,,,,,,,,,,,,,,
5/28/2007 12:00:00 AM,757053,,,,,,,,,,,,,,,,67314,,61502,64353,,,,,,,,,,,,,,,,,,,
5/29/2007 12:00:00 AM,678407,,,,,,,,,,,,,,,,65745,,61185,73261,,,,,,,,,,,,,,,,,,,
5/30/2007 12:00:00 AM,732408,,,,,,,,,,,,,,,,64701,,61546,76932,,,,,,,,,,,,,,,,,,,
5/31/2007 12:00:00 AM,548280,,,,,,,,,,,,,,,,64990,,62136,71012,,,,,,,,,,,,,,,,,,,
6/1/2007 12:00:00 AM,879026,,,,,,,,,,,,,,,,72725,,68830,71760,,,,,,,,,,,,,,,,,,,
6/4/2007 12:00:00 AM,1305097,,,,,,,,,,,,,,,,71233,,64022,98053,,,,,,,,,,,,,,,,,,,
6/5/2007 12:00:00 AM,1132325,,,,,,,,,,,,,,,,66691,,64555,66733,,,,,,,,,,,,,,,,,,,
6/7/2007 12:00:00 AM,640057,,,,,,,,,,,,,,,,82618,,68326,64915,,,,,,,,,,,,,,,,,,,
6/8/2007 12:00:00 AM,1654017,,,,,,,,,,,,,,,,100617,,65446,67747,,,,,,,,,,,,,,,,,,,
6/11/2007 12:00:00 AM,1636723,,,,,,,,,,,,,,,,111557,,65597,68847,,,,,,,,,,,,,,,,,,,
6/12/2007 12:00:00 AM,277528,,,,,,,,,,,,,,,,98742,,66565,62332,,,,,,,,,,,,,,,,,,,
6/13/2007 12:00:00 AM,440743,,,,,,,,,,,,,,,,63890,,65966,72531,,,,,,,,,,,,,,,,,,,
6/14/2007 12:00:00 AM,463589,,,,,,,,,,,,,,,,21890,,3277,20119,,,,,,,,,,,,,,,,,,,
6/15/2007 12:00:00 AM,253315,,,,,,,,,,,,,,,,70775,,63254,89699,,,,,,,,,,,,,,,,,,,
6/18/2007 12:00:00 AM,1025739,,,,,,,,,,,,,,,,72917,,62593,76765,,,,,,,,,,,,,,,,,,,
6/19/2007 12:00:00 AM,577014,,,,,,,,,,,,,,,,80721,,67775,69378,,,,,,,,,,,,,,,,,,,
6/20/2007 12:00:00 AM,509605,,,,,,,,,,,,,,,,79320,,63525,100627,,,,,,,,,,,,,,,,,,,
6/21/2007 12:00:00 AM,248506,,,,,,,,,,,,,,,,11246,,3463,9761,,,,,,,,,,,,,,,,,,,
6/22/2007 12:00:00 AM,383748,,,,,,,,,,,,,,,,113336,,63175,75373,,,,,,,,,,,,,,,,,,,
6/25/2007 12:00:00 AM,1020973,,,,,,,,,,,,,,,,83055,,64132,66249,,,,,,,,,,,,,,,,,,,
6/26/2007 12:00:00 AM,389899,,,,,,,,,,,,,,,,88420,,36040,40690,,,,,,,,,,,,,,,,,,,
6/27/2007 12:00:00 AM,327156,,,,,,,,,,,,,,,,16649,,4583,12021,,,,,,,,,,,,,,,,,,,
6/28/2007 12:00:00 AM,1225663,,,,,,,,,,,,,,,,78574,,61391,65604,,,,,,,,,,,,,,,,,,,
6/29/2007 12:00:00 AM,706860,,,,,,,,,,,,,,,,75843,,62181,63917,,,,,,,,,,,,,,,,,,,
7/2/2007 12:00:00 AM,272117,,,,,,,,,,,,,,,,64218,,61438,64437,,,,,,,,,,,,,,,,,,,
7/3/2007 12:00:00 AM,1048775,,,,,,,,,,,,,,,,70801,,62075,67432,,,,,,,,,,,,,,,,,,,
7/4/2007 12:00:00 AM,328066,,,,,,,,,,,,,,,,68250,,64952,66334,,,,,,,,,,,,,,,,,,,
7/5/2007 12:00:00 AM,423410,,,,,,,,,,,,,,,,90805,,68906,69429,,,,,,,,,,,,,,,,,,,
7/6/2007 12:00:00 AM,434891,,,,,,,,,,,,,,,,118403,,63345,67126,,,,,,,,,,,,,,,,,,,
7/9/2007 12:00:00 AM,1302879,,,,,,,,,,,,,,,,108896,,65132,74426,,,,,,,,,,,,,,,,,,,
7/10/2007 12:00:00 AM,450223,,,,,,,,,,,,,,,,87088,,61823,94418,,,,,,,,,,,,,,,,,,,
7/11/2007 12:00:00 AM,261898,,,,,,,,,,,,,,,,95533,,65273,69347,,,,,,,,,,,,,,,,,,,
7/12/2007 12:00:00 AM,1320314,,,,,,,,,,,,,,,,82252,,63504,95832,,,,,,,,,,,,,,,,,,,
7/13/2007 12:00:00 AM,859538,,,,,,,,,,,,,,,,93007,,61888,156975,,,,,,,,,,,,,,,,,,,
7/16/2007 12:00:00 AM,406148,,,,,,,,,,,,,,,,82782,,67251,88153,,,,,,,,,,,,,,,,,,,
7/18/2007 12:00:00 AM,1808981,,,,,,,,,,,,,,,,69798,,65252,65107,,,,,,,,,,,,,,,,,,,
7/19/2007 12:00:00 AM,805044,,,,,,,,,,,,,,,,67171,,64068,68345,,,,,,,,,,,,,,,,,,,
7/20/2007 12:00:00 AM,1694882,,,,,,,,,,,,,,,,68458,,63214,85624,,,,,,,,,,,,,,,,,,,
7/23/2007 12:00:00 AM,1650147,,,,,,,,,,,,,,,,9246,,11640,55513,,,,,,,,,,,,,,,,,,,
7/24/2007 12:00:00 AM,910729,,,,,,,,,,,,,,,,73433,,65111,93557,,,,,,,,,,,,,,,,,,,
7/25/2007 12:00:00 AM,509457,,,,,,,,,,,,,,,,36216,,50574,43787,,,,,,,,,,,,,,,,,,,
7/26/2007 12:00:00 AM,335197,,,,,,,,,,,,,,,,6988,,11028,21590,,,,,,,,,,,,,,,,,,,
7/27/2007 12:00:00 AM,948844,,,,,,,,,,,,,,,,18213,,15332,43799,,,,,,,,,,,,,,,,,,,
7/30/2007 12:00:00 AM,2118586,,,,,,,,,,,,,,,,68440,,69447,65080,,,,,,,,,,,,,,,,,,,
7/31/2007 12:00:00 AM,3199961,,,,,,,,,,,,,,,,166165,,161927,73522,,,,,,,,,,,,,,,,,,,
8/1/2007 12:00:00 AM,2358479,,,,,,,,,,,,,,,,147223,,135506,47747,,,,,,,,,,,,,,,,,,,
8/2/2007 12:00:00 AM,2208216,,,,,,,,,,,,,,,,121598,,105319,2689,,,,,,,,,,,,,,,,,,,
8/3/2007 12:00:00 AM,661759,,,,,,,,,,,,,,,,115281,,112132,63833,,,,,,,,,,,,,,,,,,,
8/6/2007 12:00:00 AM,863610,,,,,,,,,,,,,,,,163137,,161611,64672,,,,,,,,,,,,,,,,,,,
8/7/2007 12:00:00 AM,383163,,,,,,,,,,,,,,,,66647,,60477,61142,,,,,,,,,,,,,,,,,,,
8/8/2007 12:00:00 AM,537762,,,,,,,,,,,,,,,,65721,,63017,72368,,,,,,,,,,,,,,,,,,,
8/9/2007 12:00:00 AM,530427,,,,,,,,,,,,,,,,68841,,62319,71277,,,,,,,,,,,,,,,,,,,
8/10/2007 12:00:00 AM,930362,,,,,,,,,,,,,,,,109043,,95144,284106,,,,,,,,,,,,,,,,,,,
8/13/2007 12:00:00 AM,778464,,,,,,,,,,,,,,,,70599,,62979,86159,,,,,,,,,,,,,,,,,,,
8/14/2007 12:00:00 AM,784843,,,,,,,,,,,,,,,,41314,,32897,34799,,,,,,,,,,,,,,,,,,,
8/16/2007 12:00:00 AM,949281,,,,,,,,,,,,,,,,76511,,34978,70333,,,,,,,,,,,,,,,,,,,
8/17/2007 12:00:00 AM,3100570,,,,,,,,,,,,,,,,76336,,67404,76130,,,,,,,,,,,,,,,,,,,
8/20/2007 12:00:00 AM,905793,,,,,,,,,,,,,,,,74759,,62259,70775,,,,,,,,,,,,,,,,,,,
8/21/2007 12:00:00 AM,1096246,,,,,,,,,,,,,,,,36195,,31462,41020,,,,,,,,,,,,,,,,,,,
8/22/2007 12:00:00 AM,503598,,,,,,,,,,,,,,,,60943,,60400,61415,,,,,,,,,,,,,,,,,,,
8/23/2007 12:00:00 AM,868243,,,,,,,,,,,,,,,,65829,,61989,65716,,,,,,,,,,,,,,,,,,,
8/24/2007 12:00:00 AM,2295661,,,,,,,,,,,,,,,,64133,,60579,68084,,,,,,,,,,,,,,,,,,,
8/27/2007 12:00:00 AM,1758951,,,,,,,,,,,,,,,,79924,,72112,59431,,,,,,,,,,,,,,,,,,,
8/28/2007 12:00:00 AM,2413143,,,,,,,,,,,,,,,,66445,,60494,4353,,,,,,,,,,,,,,,,,,,
8/29/2007 12:00:00 AM,2418420,,,,,,,,,,,,,,,,68958,,61121,65753,,,,,,,,,,,,,,,,,,,
8/30/2007 12:00:00 AM,1634793,,,,,,,,,,,,,,,,65815,,62214,62066,,,,,,,,,,,,,,,,,,,
8/31/2007 12:00:00 AM,766124,,,,,,,,,,,,,,,,77985,,62694,63823,,,,,,,,,,,,,,,,,,,
9/3/2007 12:00:00 AM,1579616,,,,,,,,,,,,,,,,66023,,61315,63623,,,,,,,,,,,,,,,,,,,
9/4/2007 12:00:00 AM,1373584,,,,,,,,,,,,,,,,61774,,32471,70176,,,,,,,,,,,,,,,,,,,
9/5/2007 12:00:00 AM,2320776,,,,,,,,,,,,,,,,64533,,62103,82163,,,,,,,,,,,,,,,,,,,
9/6/2007 12:00:00 AM,1811803,,,,,,,,,,,,,,,,31306,,30845,31191,,,,,,,,,,,,,,,,,,,
9/7/2007 12:00:00 AM,1643665,,,,,,,,,,,,,,,,40209,,32161,32017,,,,,,,,,,,,,,,,,,,
9/10/2007 12:00:00 AM,3141441,,,,,,,,,,,,,,,,3475,,1788,1797,,,,,,,,,,,,,,,,,,,
9/11/2007 12:00:00 AM,1644454,,,,,,,,,,,,,,,,3179,,3711,2923,,,,,,,,,,,,,,,,,,,
9/12/2007 12:00:00 AM,2644681,,,,,,,,,,,,,,,,3763,,6626,2196,,,,,,,,,,,,,,,,,,,
9/13/2007 12:00:00 AM,534287,,,,,,,,,,,,,,,,3210,,4308,919,,,,,,,,,,,,,,,,,,,
9/14/2007 12:00:00 AM,345021,,,,,,,,,,,,,,,,7944,,1230,2483,,,,,,,,,,,,,,,,,,,
9/17/2007 12:00:00 AM,194558,,,,,,,,,,,,,,,,3685,,2752,13457,,,,,,,,,,,,,,,,,,,
9/18/2007 12:00:00 AM,780348,,,,,,,,,,,,,,,,1048,,781,1086,,,,,,,,,,,,,,,,,,,
9/19/2007 12:00:00 AM,1205652,,,,,,,,,,,,,,,,16325,,1172,2727,,,,,,,,,,,,,,,,,,,
9/20/2007 12:00:00 AM,1176160,,,,,,,,,,,,,,,,4760,,1769,3363,,,,,,,,,,,,,,,,,,,
9/21/2007 12:00:00 AM,631227,,,,,,,,,,,,,,,,8724,,1652,2214,,,,,,,,,,,,,,,,,,,
9/27/2007 12:00:00 AM,315109,,,,,,,,,,,,,,,,17310,,6905,4568,,,,,,,,,,,,,,,,,,,
9/28/2007 12:00:00 AM,296800,,,,,,,,,,,,,,,,10410,,1380,11598,,,,,,,,,,,,,,,,,,,
10/1/2007 12:00:00 AM,402685,,,,,,,,,,,,,,,,12793,,4822,6679,,,,,,,,,,,,,,,,,,,
10/2/2007 12:00:00 AM,1079350,,,,,,,,,,,,,,,,3839,,5870,21971,,,,,,,,,,,,,,,,,,,
10/4/2007 12:00:00 AM,895943,,,,,,,,,,,,,,,,58367,,625,1800,,,,,,,,,,,,,,,,,,,
