,date,risk_profile,itemcode,weights,tracking_code,itemname,price,volume,trading_amt_mln,asset_class
43,2019-01-03,4,A251350,0.023999999969698083,MSCI_WO,KODEX 선진국MSCI World,11530.0,202612.0,3146.9100338892804,Equity
44,2019-01-04,2,A273130,0.23999999999974064,ACT_BOND_D4,KODEX 종합채권(AA-이상)액티브,104310.0,7515.0,883.7677443892134,Fixed Income
45,2019-01-04,2,A214980,0.23999999999434163,MM_PLUS,KODEX 단기채권PLUS,100080.0,7006.0,524.7803638337065,Fixed Income
46,2019-01-04,2,A196230,0.20771572139875036,BOK_D.4,KBSTAR 단기통안채,101447.0,419.0,16863.00094375604,Fixed Income
47,2019-01-04,2,A114260,0.1000000000145322,KTB_D3,KODEX 국고채3년,55685.0,3226.0,249.9075222003266,Fixed Income
48,2019-01-04,2,A122260,0.09228427850837995,BOK_D1,KOSEF 통안채1년,97810.0,433759.0,13946.500810767066,Fixed Income
49,2019-01-04,2,A069500,0.07548620540737913,K200,KODEX 200,25088.0,10281475.0,182254.07944653323,Equity
50,2019-01-04,2,A278540,0.024513794589878096,MSCI_KR,KODEX MSCI Korea TR,7860.0,829427.0,30999.041026056122,Equity
51,2019-01-04,2,A237370,0.019999999999989825,BAL_KO3KTB7,KODEX 배당성장채권혼합,10322.0,4959.0,42.18992478920965,Alternative
52,2019-01-04,3,A273130,0.23999999999775368,ACT_BOND_D4,KODEX 종합채권(AA-이상)액티브,104310.0,7515.0,883.7677443892134,Fixed Income
53,2019-01-04,3,A148070,0.2399999999967745,KTB_D8,KOSEF 국고채10년,116148.0,2729.0,241.99267793365317,Fixed Income
54,2019-01-04,3,A069500,0.2399999999917322,K200,KODEX 200,25088.0,10281475.0,182254.07944653323,Equity
55,2019-01-04,3,A114260,0.09999999997735974,KTB_D3,KODEX 국고채3년,55685.0,3226.0,249.9075222003266,Fixed Income
56,2019-01-04,3,A278540,0.07600000000732937,MSCI_KR,KODEX MSCI Korea TR,7860.0,829427.0,30999.041026056122,Equity
57,2019-01-04,3,A091170,0.05807039867393047,BANK_KRX,KODEX 은행,6747.0,35097.0,663.7928862448225,Equity
58,2019-01-04,3,A283580,0.025929601321257052,CSI300,KODEX 중국본토CSI300,7575.0,23481.0,414.2314182781575,Equity
59,2019-01-04,3,A237370,0.020000000000428196,BAL_KO3KTB7,KODEX 배당성장채권혼합,10322.0,4959.0,42.18992478920965,Alternative
60,2019-01-04,4,A069500,0.23999999999917093,K200,KODEX 200,25088.0,10281475.0,182254.07944653323,Equity
61,2019-01-04,4,A237370,0.23999999999913862,BAL_KO3KTB7,KODEX 배당성장채권혼합,10322.0,4959.0,42.18992478920965,Alternative
62,2019-01-04,4,A245340,0.23999999999772842,DOW30,TIGER 미국다우존스30,12493.0,7890.0,128.2786248558764,Equity
63,2019-01-04,4,A148070,0.15999999999406703,KTB_D8,KOSEF 국고채10년,116148.0,2729.0,241.99267793365317,Fixed Income
64,2019-01-04,4,A091170,0.09599999999874921,BANK_KRX,KODEX 은행,6747.0,35097.0,663.7928862448225,Equity
65,2019-01-04,4,A278540,0.023999999996923094,MSCI_KR,KODEX MSCI Korea TR,7860.0,829427.0,30999.041026056122,Equity
66,2019-01-05,2,A273130,0.23999999999759927,ACT_BOND_D4,KODEX 종합채권(AA-이상)액티브,104310.0,7515.0,883.7677443892134,Fixed Income
67,2019-01-05,2,A214980,0.23999999994490337,MM_PLUS,KODEX 단기채권PLUS,100080.0,7006.0,524.7803638337065,Fixed Income
68,2019-01-05,2,A196230,0.20771572157769147,BOK_D.4,KBSTAR 단기통안채,101447.0,419.0,16863.00094375604,Fixed Income
69,2019-01-05,2,A114260,0.10000000008318989,KTB_D3,KODEX 국고채3년,55685.0,3226.0,249.9075222003266,Fixed Income
70,2019-01-05,2,A122260,0.09228427786945842,BOK_D1,KOSEF 통안채1년,97810.0,433759.0,13946.500810767066,Fixed Income
71,2019-01-05,2,A069500,0.0754862054117302,K200,KODEX 200,25088.0,10281475.0,182254.07944653323,Equity
72,2019-01-05,2,A278540,0.024513794575332093,MSCI_KR,KODEX MSCI Korea TR,7860.0,829427.0,30999.041026056122,Equity
73,2019-01-05,2,A237370,0.019999999999876023,BAL_KO3KTB7,KODEX 배당성장채권혼합,10322.0,4959.0,42.18992478920965,Alternative
74,2019-01-05,3,A273130,0.2399999999990201,ACT_BOND_D4,KODEX 종합채권(AA-이상)액티브,104310.0,7515.0,883.7677443892134,Fixed Income
75,2019-01-05,3,A148070,0.23999999999859048,KTB_D8,KOSEF 국고채10년,116148.0,2729.0,241.99267793365317,Fixed Income
76,2019-01-05,3,A069500,0.23999999999638263,K200,KODEX 200,25088.0,10281475.0,182254.07944653323,Equity
77,2019-01-05,3,A114260,0.0999999999901273,KTB_D3,KODEX 국고채3년,55685.0,3226.0,249.9075222003266,Fixed Income
78,2019-01-05,3,A278540,0.07600000000314806,MSCI_KR,KODEX MSCI Korea TR,7860.0,829427.0,30999.041026056122,Equity
79,2019-01-05,3,A091170,0.05807039873781065,BANK_KRX,KODEX 은행,6747.0,35097.0,663.7928862448225,Equity
80,2019-01-05,3,A283580,0.02592960125863241,CSI300,KODEX 중국본토CSI300,7575.0,23481.0,414.2314182781575,Equity
81,2019-01-05,3,A237370,0.020000000000186535,BAL_KO3KTB7,KODEX 배당성장채권혼합,10322.0,4959.0,42.18992478920965,Alternative
82,2019-01-05,4,A069500,0.23999999999100294,K200,KODEX 200,25088.0,10281475.0,182254.07944653323,Equity
83,2019-01-05,4,A237370,0.23999999999051094,BAL_KO3KTB7,KODEX 배당성장채권혼합,10322.0,4959.0,42.18992478920965,Alternative
84,2019-01-05,4,A091180,0.23999999933939545,AUTO_KRX,KODEX 자동차,13242.0,7250.0,154.68892684481884,Equity
85,2019-01-05,4,A148070,0.15999999993076744,KTB_D8,KOSEF 국고채10년,116148.0,2729.0,241.99267793365317,Fixed Income
86,2019-01-05,4,A245340,0.09600000060683225,DOW30,TIGER 미국다우존스30,12493.0,7890.0,128.2786248558764,Equity
87,2019-01-05,4,A278540,0.024000000009648862,MSCI_KR,KODEX MSCI Korea TR,7860.0,829427.0,30999.041026056122,Equity
88,2019-01-06,2,A273130,0.23999999999902857,ACT_BOND_D4,KODEX 종합채권(AA-이상)액티브,104310.0,7515.0,883.7677443892134,Fixed Income
89,2019-01-06,2,A214980,0.23999999997803267,MM_PLUS,KODEX 단기채권PLUS,100080.0,7006.0,524.7803638337065,Fixed Income
90,2019-01-06,2,A196230,0.207715719511777,BOK_D.4,KBSTAR 단기통안채,101447.0,419.0,16863.00094375604,Fixed Income
91,2019-01-06,2,A114260,0.10000000010206218,KTB_D3,KODEX 국고채3년,55685.0,3226.0,249.9075222003266,Fixed Income
92,2019-01-06,2,A122260,0.09228427802560614,BOK_D1,KOSEF 통안채1년,97810.0,433759.0,13946.500810767066,Fixed Income
93,2019-01-06,2,A069500,0.07548620532551181,K200,KODEX 200,25088.0,10281475.0,182254.07944653323,Equity
94,2019-01-06,2,A278540,0.024513794669945514,MSCI_KR,KODEX MSCI Korea TR,7860.0,829427.0,30999.041026056122,Equity
95,2019-01-06,2,A237370,0.01999999999995347,BAL_KO3KTB7,KODEX 배당성장채권혼합,10322.0,4959.0,42.18992478920965,Alternative
96,2019-01-06,3,A273130,0.23999999999852314,ACT_BOND_D4,KODEX 종합채권(AA-이상)액티브,104310.0,7515.0,883.7677443892134,Fixed Income
97,2019-01-06,3,A148070,0.239999999997848,KTB_D8,KOSEF 국고채10년,116148.0,2729.0,241.99267793365317,Fixed Income
98,2019-01-06,3,A069500,0.23999999999538493,K200,KODEX 200,25088.0,10281475.0,182254.07944653323,Equity
99,2019-01-06,3,A114260,0.09999999998499279,KTB_D3,KODEX 국고채3년,55685.0,3226.0,249.9075222003266,Fixed Income
100,2019-01-06,3,A278540,0.0760000000029705,MSCI_KR,KODEX MSCI Korea TR,7860.0,829427.0,30999.041026056122,Equity
101,2019-01-06,3,A091170,0.058070398693722755,BANK_KRX,KODEX 은행,6747.0,35097.0,663.7928862448225,Equity
102,2019-01-06,3,A283580,0.025929601297326924,CSI300,KODEX 중국본토CSI300,7575.0,23481.0,414.2314182781575,Equity
103,2019-01-06,3,A237370,0.020000000000281716,BAL_KO3KTB7,KODEX 배당성장채권혼합,10322.0,4959.0,42.18992478920965,Alternative
104,2019-01-06,4,A091180,0.23999999999976152,AUTO_KRX,KODEX 자동차,13242.0,7250.0,154.68892684481884,Equity
105,2019-01-06,4,A069500,0.2399999999996191,K200,KODEX 200,25088.0,10281475.0,182254.07944653323,Equity
106,2019-01-06,4,A237370,0.23999999999955554,BAL_KO3KTB7,KODEX 배당성장채권혼합,10322.0,4959.0,42.18992478920965,Alternative
107,2019-01-06,4,A148070,0.15999999999685524,KTB_D8,KOSEF 국고채10년,116148.0,2729.0,241.99267793365317,Fixed Income
108,2019-01-06,4,A245340,0.09599999999716144,DOW30,TIGER 미국다우존스30,12493.0,7890.0,128.2786248558764,Equity
109,2019-01-06,4,A278540,0.024000000000460917,MSCI_KR,KODEX MSCI Korea TR,7860.0,829427.0,30999.041026056122,Equity
110,2019-01-07,2,A273130,0.2399999999996189,ACT_BOND_D4,KODEX 종합채권(AA-이상)액티브,104355.0,6525.0,890.253173444769,Fixed Income
111,2019-01-07,2,A214980,0.23999999999154012,MM_PLUS,KODEX 단기채권PLUS,100080.0,2402.0,520.5956231670399,Fixed Income
112,2019-01-07,2,A196230,0.20771572177441158,BOK_D.4,KBSTAR 단기통안채,101452.0,127863.0,17000.933766267153,Fixed Income
113,2019-01-07,2,A114260,0.1000000000053797,KTB_D3,KODEX 국고채3년,55700.0,23213.0,263.8840946114377,Fixed Income
114,2019-01-07,2,A122260,0.09228427811919918,BOK_D1,KOSEF 통안채1년,97829.0,1807.0,13948.442333455956,Fixed Income
115,2019-01-07,2,A069500,0.07548620539702798,K200,KODEX 200,25447.0,5700324.0,180583.4737984888,Equity
116,2019-01-07,2,A278540,0.024513794601279913,MSCI_KR,KODEX MSCI Korea TR,7980.0,772624.0,30912.677783833904,Equity
117,2019-01-07,2,A237370,0.019999999999979697,BAL_KO3KTB7,KODEX 배당성장채권혼합,10366.0,6235.0,42.516426789209646,Alternative
118,2019-01-07,3,A273130,0.23999999999465643,ACT_BOND_D4,KODEX 종합채권(AA-이상)액티브,104355.0,6525.0,890.253173444769,Fixed Income
119,2019-01-07,3,A148070,0.2399999999923934,KTB_D8,KOSEF 국고채10년,116196.0,5396.0,248.69475133365316,Fixed Income
120,2019-01-07,3,A069500,0.23999999998045085,K200,KODEX 200,25447.0,5700324.0,180583.4737984888,Equity
121,2019-01-07,3,A114260,0.09999999994676326,KTB_D3,KODEX 국고채3년,55700.0,23213.0,263.8840946114377,Fixed Income
122,2019-01-07,3,A278540,0.07600000001812243,MSCI_KR,KODEX MSCI Korea TR,7980.0,772624.0,30912.677783833904,Equity
123,2019-01-07,3,A091170,0.05807039847458128,BANK_KRX,KODEX 은행,6647.0,67188.0,661.8244307337114,Equity
124,2019-01-07,3,A283580,0.02592960152187192,CSI300,KODEX 중국본토CSI300,7660.0,39537.0,413.50033538926857,Equity
125,2019-01-07,3,A237370,0.02000000000101742,BAL_KO3KTB7,KODEX 배당성장채권혼합,10366.0,6235.0,42.516426789209646,Alternative
126,2019-01-07,4,A069500,0.23999999999311314,K200,KODEX 200,25447.0,5700324.0,180583.4737984888,Equity
127,2019-01-07,4,A237370,0.23999999999288016,BAL_KO3KTB7,KODEX 배당성장채권혼합,10366.0,6235.0,42.516426789209646,Alternative
128,2019-01-07,4,A091180,0.23999999999196234,AUTO_KRX,KODEX 자동차,13204.0,10467.0,156.1052523781522,Equity
129,2019-01-07,4,A148070,0.1599999999485537,KTB_D8,KOSEF 국고채10년,116196.0,5396.0,248.69475133365316,Fixed Income
130,2019-01-07,4,A245340,0.09599999998401713,DOW30,TIGER 미국다우존스30,12863.0,15748.0,130.28337797809863,Equity
131,2019-01-07,4,A278540,0.024000000009057654,MSCI_KR,KODEX MSCI Korea TR,7980.0,772624.0,30912.677783833904,Equity
132,2019-01-08,2,A273130,0.2399999999975742,ACT_BOND_D4,KODEX 종합채권(AA-이상)액티브,104270.0,12789.0,904.2955322781023,Fixed Income
133,2019-01-08,2,A214980,0.2399999999432265,MM_PLUS,KODEX 단기채권PLUS,100090.0,3501.0,521.9614809448177,Fixed Income
134,2019-01-08,2,A196230,0.2188425253704865,BOK_D.4,KBSTAR 단기통안채,101457.0,43290.0,17049.65277054493,Fixed Income
135,2019-01-08,2,A114260,0.10000000003086225,KTB_D3,KODEX 국고채3년,55695.0,566.0,263.0002575892155,Fixed Income
136,2019-01-08,2,A122260,0.08115747417902645,BOK_D1,KOSEF 통안채1년,97824.0,6270.0,13955.226095122624,Fixed Income
137,2019-01-08,2,A069500,0.07513950940618154,K200,KODEX 200,25279.0,4670564.0,180373.98532706656,Equity
138,2019-01-08,2,A278540,0.024860490590812183,MSCI_KR,KODEX MSCI Korea TR,7915.0,794682.0,30735.979890833903,Equity
139,2019-01-08,2,A237370,0.01999999999983912,BAL_KO3KTB7,KODEX 배당성장채권혼합,10356.0,1901.0,42.454475411431865,Alternative
140,2019-01-08,3,A273130,0.2399999999980408,ACT_BOND_D4,KODEX 종합채권(AA-이상)액티브,104270.0,12789.0,904.2955322781023,Fixed Income
141,2019-01-08,3,A148070,0.2399999999972066,KTB_D8,KOSEF 국고채10년,116052.0,3045.0,251.55982293365318,Fixed Income
142,2019-01-08,3,A069500,0.2399999999926026,K200,KODEX 200,25279.0,4670564.0,180373.98532706656,Equity
143,2019-01-08,3,A114260,0.09999999998044186,KTB_D3,KODEX 국고채3년,55695.0,566.0,263.0002575892155,Fixed Income
144,2019-01-08,3,A278540,0.0760000000065544,MSCI_KR,KODEX MSCI Korea TR,7915.0,794682.0,30735.979890833903,Equity
145,2019-01-08,3,A091170,0.05807039873261452,BANK_KRX,KODEX 은행,6661.0,42107.0,657.5937019226004,Equity
146,2019-01-08,3,A283580,0.025929601264954815,CSI300,KODEX 중국본토CSI300,7660.0,12599.0,408.4257694448241,Equity
147,2019-01-08,3,A237370,0.020000000000375426,BAL_KO3KTB7,KODEX 배당성장채권혼합,10356.0,1901.0,42.454475411431865,Alternative
148,2019-01-08,4,A237370,0.23999999999681249,BAL_KO3KTB7,KODEX 배당성장채권혼합,10356.0,1901.0,42.454475411431865,Alternative
149,2019-01-08,4,A069500,0.23999999998973412,K200,KODEX 200,25279.0,4670564.0,180373.98532706656,Equity
150,2019-01-08,4,A245340,0.23999999997126215,DOW30,TIGER 미국다우존스30,12921.0,11177.0,131.51199181143195,Equity
151,2019-01-08,4,A148070,0.15999999986959176,KTB_D8,KOSEF 국고채10년,116052.0,3045.0,251.55982293365318,Fixed Income
152,2019-01-08,4,A091180,0.09600000000396536,AUTO_KRX,KODEX 자동차,12868.0,10576.0,157.37847442259664,Equity
153,2019-01-08,4,A278540,0.024000000000592273,MSCI_KR,KODEX MSCI Korea TR,7915.0,794682.0,30735.979890833903,Equity
154,2019-01-09,2,A273130,0.2399999999992421,ACT_BOND_D4,KODEX 종합채권(AA-이상)액티브,104240.0,11981.0,915.6264993892133,Fixed Income
155,2019-01-09,2,A214980,0.2399999999831141,MM_PLUS,KODEX 단기채권PLUS,100090.0,5870.0,524.7913509003733,Fixed Income
156,2019-01-09,2,A196230,0.21884252568406462,BOK_D.4,KBSTAR 단기통안채,101472.0,142901.0,17210.730780122707,Fixed Income
157,2019-01-09,2,A114260,0.10000000001176235,KTB_D3,KODEX 국고채3년,55690.0,75315.0,308.9612675892155,Fixed Income
158,2019-01-09,2,A122260,0.08115747414030329,BOK_D1,KOSEF 통안채1년,97815.0,2461.0,13957.187102911512,Fixed Income
159,2019-01-09,2,A069500,0.0751395093750407,K200,KODEX 200,25801.0,5263421.0,180726.36122512212,Equity
160,2019-01-09,2,A278540,0.024860490622644192,MSCI_KR,KODEX MSCI Korea TR,8085.0,898276.0,30484.890180167236,Equity
161,2019-01-09,2,A237370,0.019999999999955033,BAL_KO3KTB7,KODEX 배당성장채권혼합,10351.0,2199.0,42.53725177809853,Alternative
162,2019-01-09,3,A273130,0.2399999999984667,ACT_BOND_D4,KODEX 종합채권(AA-이상)액티브,104240.0,11981.0,915.6264993892133,Fixed Income
163,2019-01-09,3,A148070,0.2399999999978327,KTB_D8,KOSEF 국고채10년,115884.0,4125.0,256.7111111669865,Fixed Income
164,2019-01-09,3,A069500,0.2399999999954662,K200,KODEX 200,25801.0,5263421.0,180726.36122512212,Equity
165,2019-01-09,3,A114260,0.09999999998497933,KTB_D3,KODEX 국고채3년,55690.0,75315.0,308.9612675892155,Fixed Income
166,2019-01-09,3,A278540,0.07600000000399196,MSCI_KR,KODEX MSCI Korea TR,8085.0,898276.0,30484.890180167236,Equity
167,2019-01-09,3,A091170,0.05807039870331054,BANK_KRX,KODEX 은행,6719.0,121882.0,656.3971395114893,Equity
168,2019-01-09,3,A283580,0.02592960129345136,CSI300,KODEX 중국본토CSI300,7825.0,25906.0,408.02925388926855,Equity
169,2019-01-09,3,A237370,0.02000000000029563,BAL_KO3KTB7,KODEX 배당성장채권혼합,10351.0,2199.0,42.53725177809853,Alternative
170,2019-01-09,4,A237370,0.23999999999716704,BAL_KO3KTB7,KODEX 배당성장채권혼합,10351.0,2199.0,42.53725177809853,Alternative
171,2019-01-09,4,A069500,0.23999999999679578,K200,KODEX 200,25801.0,5263421.0,180726.36122512212,Equity
172,2019-01-09,4,A091180,0.23999999994131224,AUTO_KRX,KODEX 자동차,13290.0,28302.0,161.49585692259663,Equity
173,2019-01-09,4,A148070,0.15999999996957753,KTB_D8,KOSEF 국고채10년,115884.0,4125.0,256.7111111669865,Fixed Income
174,2019-01-09,4,A245340,0.09600000005033209,DOW30,TIGER 미국다우존스30,13067.0,6940.0,132.24872074476528,Equity
175,2019-01-09,4,A278540,0.024000000004535206,MSCI_KR,KODEX MSCI Korea TR,8085.0,898276.0,30484.890180167236,Equity
176,2019-01-10,2,A273130,0.23999999999968832,ACT_BOND_D4,KODEX 종합채권(AA-이상)액티브,104340.0,6888.0,919.8250485558801,Fixed Income
177,2019-01-10,2,A214980,0.23999999999250657,MM_PLUS,KODEX 단기채권PLUS,100110.0,17277.0,541.7112845003733,Fixed Income
178,2019-01-10,2,A196230,0.21884252569509793,BOK_D.4,KBSTAR 단기통안채,101486.0,23.0,17205.113655267152,Fixed Income
179,2019-01-10,2,A114260,0.10000000000709981,KTB_D3,KODEX 국고채3년,55725.0,1065.0,308.94975488921546,Fixed Income
180,2019-01-10,2,A122260,0.08115747425039327,BOK_D1,KOSEF 통안채1년,97839.0,594885.0,14602.189280544844,Fixed Income
181,2019-01-10,2,A069500,0.07513950937324901,K200,KODEX 200,25791.0,5924713.0,181172.184057711,Equity
182,2019-01-10,2,A278540,0.024860490626421566,MSCI_KR,KODEX MSCI Korea TR,8110.0,863549.0,30312.147616278344,Equity
183,2019-01-10,2,A237370,0.019999999999979496,BAL_KO3KTB7,KODEX 배당성장채권혼합,10371.0,3855.0,41.71973332254298,Alternative
184,2019-01-10,3,A273130,0.2399999999980396,ACT_BOND_D4,KODEX 종합채권(AA-이상)액티브,104340.0,6888.0,919.8250485558801,Fixed Income
185,2019-01-10,3,A148070,0.23999999999721436,KTB_D8,KOSEF 국고채10년,116244.0,2216.0,259.0821362114309,Fixed Income
186,2019-01-10,3,A069500,0.23999999999304159,K200,KODEX 200,25791.0,5924713.0,181172.184057711,Equity
187,2019-01-10,3,A114260,0.09999999998063175,KTB_D3,KODEX 국고채3년,55725.0,1065.0,308.94975488921546,Fixed Income
188,2019-01-10,3,A278540,0.07600000000633625,MSCI_KR,KODEX MSCI Korea TR,8110.0,863549.0,30312.147616278344,Equity
189,2019-01-10,3,A091170,0.05807039871576828,BANK_KRX,KODEX 은행,6674.0,87965.0,646.8109736003782,Equity
190,2019-01-10,3,A283580,0.025929601281944728,CSI300,KODEX 중국본토CSI300,7825.0,83782.0,412.54238088926854,Equity
191,2019-01-10,3,A237370,0.020000000000368105,BAL_KO3KTB7,KODEX 배당성장채권혼합,10371.0,3855.0,41.71973332254298,Alternative
192,2019-01-10,4,A237370,0.23999999999885974,BAL_KO3KTB7,KODEX 배당성장채권혼합,10371.0,3855.0,41.71973332254298,Alternative
193,2019-01-10,4,A069500,0.23999999999869917,K200,KODEX 200,25791.0,5924713.0,181172.184057711,Equity
194,2019-01-10,4,A091180,0.23999999999207505,AUTO_KRX,KODEX 자동차,13123.0,14877.0,162.90741695592996,Equity
195,2019-01-10,4,A148070,0.15999999998988887,KTB_D8,KOSEF 국고채10년,116244.0,2216.0,259.0821362114309,Fixed Income
196,2019-01-10,4,A245340,0.09600000000435213,DOW30,TIGER 미국다우존스30,12965.0,1997.0,131.67045582254306,Equity
197,2019-01-10,4,A278540,0.02400000000185333,MSCI_KR,KODEX MSCI Korea TR,8110.0,863549.0,30312.147616278344,Equity
198,2019-01-11,2,A273130,0.2399999999940882,ACT_BOND_D4,KODEX 종합채권(AA-이상)액티브,104355.0,8127.0,927.6761761669914,Fixed Income
199,2019-01-11,2,A214980,0.23999999986180337,MM_PLUS,KODEX 단기채권PLUS,100115.0,3736.0,544.1583412337066,Fixed Income
200,2019-01-11,2,A196230,0.21884252492203796,BOK_D.4,KBSTAR 단기통안채,101491.0,45.0,17203.978629633817,Fixed Income
201,2019-01-11,2,A114260,0.1000000000654199,KTB_D3,KODEX 국고채3년,55730.0,572.0,307.5324030003266,Fixed Income
202,2019-01-11,2,A122260,0.08115747294787515,BOK_D1,KOSEF 통안채1년,97839.0,135394.0,14748.907455100401,Fixed Income
203,2019-01-11,2,A069500,0.07513950977199806,K200,KODEX 200,25949.0,5054162.0,180531.42132315546,Equity
204,2019-01-11,2,A278540,0.02486049020481904,MSCI_KR,KODEX MSCI Korea TR,8145.0,1052480.0,30043.632959778344,Equity
